"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" Let them come in.";"unedited";"William Shakespeare";"Romeo and Juliet";"Shakespeare, William.  Romeo and Juliet.  Act 1, scene 2, lines 24-25.";"1595";"1595";"1595";"1595";"English";"[Capulet:] [...] At my poor house look to behold this night <br>
<span class=""quote"">Earth-treading stars that make dark heaven light.</span>";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@000987_A95_D99 Romeo and Juliet";"";"WoPh_NatSky#031008 earthtreading stars";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000-1:173.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 173.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"Romeo and Juliet";"Shakespeare, William.  Romeo and Juliet.  Act 2, scene 4, lines 155-156.";"1595";"1595";"1595";"1595";"English";"[Nurse:] Scurvy knave, <span class=""quote"">I am none of his flirt-gills; </span>I am none of his skains-mates.";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@000987_A95_D99 Romeo and Juliet";"";"SuMe_GenWom#031009 flirtatious girls";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000-1:173.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 173.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"Richard II";"Shakespeare, William.  Richard II.  Act 4, scene 1, line 143.";"1595";"1595";"1595";"1595";"English";"[Carlisle:] <span class=""quote"">The blood of English shall manure the ground </span>[…].";"";"";"@001002_A95_D97 Richard II";"";"WoPh#032049 manure ground";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Literary Studies";"@010029-37.
Murphy, Donna N. The Marlowe-Shakespeare Continuum: Christopher Marlowe, Thomas Nashe, and Authorship of Early Shakespeare and Anonymous Plays. Newcastle, 2013. 37.";"";"";"  Heeg Stefanie"
" Let them come in.";"unedited";"William Shakespeare";"Richard II";"Shakespeare, William.  Richard II.  Act 2, scene 2, lines 149-150.";"1595";"1595";"1595";"1595";"English";"[Bagot:] Farewell. If heart's presages be not vain, <br>
<span class=""quote"">We three here part that ne’er shall meet again</span>.";"";"";"@001002_A95_D97 Richard II";"";"WoPh#032050 three shall never meet again";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Literary Studies";"@010029-37.
Murphy, Donna N. The Marlowe Shakespeare Continuum: Christopher Marlowe, Thomas Nashe, and Authorship of Early Shakespeare and Anonymous Plays. Newcastle, 2013. 37.";"";"";"  Heeg Stefanie"
" Let them come in.";"unedited";"William Shakespeare";"Romeo and Juliet";"Shakespeare, William.  Romeo and Juliet.  Act 3, scene 5, line 145.";"1595";"1595";"1595";"1595";"English";"[Lady Capulet:] I would the fool were <span class=""quote"">married to her grave.</span>";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@000987_A95_D99 Romeo and Juliet";"";"WoPh_GenMar#031013 married to her grave";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000-1:57.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 57.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"A Midsummer Night's Dream";"Shakespeare, William.  A Midsummer Night's Dream.  Act 4, scene 1, lines 1-3.";"1595";"1595";"1595";"1595";"English";"[Titania:] Come, sit thee down upon this<span class=""quote""> flow'ry bed</span>, <br/>
While I thy amiable cheeks do coy, <br/>
And stick muskroses in thy sleek smooth head [...].";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001012_A95_D00 A Midsummer Night's Dream";"";"SuId_NatPla#031014 flowery bed";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Literary Studies";"@010000-64.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 64.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"Romeo and Juliet";"Shakespeare, William.  Romeo and Juliet.  Act 2, scene 2.";"1595";"1595";"1595";"1595";"English";"<span class=""annotation"">Romeo, in the garden of the Capulet family, talks with Juliet, who is standing at the window of her bedroom.</span> <br>
";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@000987_A95_D99 Romeo and Juliet";"";"SuSc#032133 balcony scene";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Reading";"@010000/@010098";"";"";"  Heeg Stefanie"
" Let them come in.";"unedited";"William Shakespeare";"Romeo and Juliet";"Shakespeare, William.  Romeo and Juliet.  Act 1, scene 4, line 108.";"1595";"1595";"1595";"1595";"English";"[Mercutio:] [...] Even now <span class=""quote"">the frozen bosom of the north </span>[...].";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@000987_A95_D99 Romeo and Juliet";"";"WoPh#230108 frozen North";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"";"";"  Heeg Stefanie"
" Let them come in.";"unedited";"William Shakespeare";"Richard II";"Shakespeare, William.  Richard II.  Act 1, scene 3, line 269. ";"1595";"1595";"1595";"1595";"English";"[Bolingbroke:] <span class=""quote"">My heart will sigh when I miscall it so </span>[…].";"";"";"@001002_A95_D97 Richard II";"";"WoMo#032054 miscall";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Literary Studies";"@010029-38.
Murphy, Donna N. The Marlowe-Shakespeare Continuum: Christopher Marlowe, Thomas Nashe, and Authorship of Early Shakespeare and Anonymous Plays. Newcastle, 2013. 38.";"";"";"  Heeg Stefanie"
" Let them come in.";"unedited";"William Shakespeare";"Romeo and Juliet";"Shakespeare, William.  Romeo and Juliet.  Act 4, scene 1, lines 78-81.";"1595";"1595";"1595";"1595";"English";"[Juliet:] <span class=""quote"">O, bid me leap, rather than marry Paris,<br></span>
From off the battlements of any tower,<br>
Or walk in thievish ways, or bid me lurk<br>
Where serpents are. ";"";"";"@000987_A95_D99 Romeo and Juliet";"";"SuMe_GenMar#030168 rather die than marry";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies / Annotated Shakespeare edition";"@010006-9./@010082
Williams, John Davis Ellis. Sir William Davenant's relation to Shakespeare: With an analysis of the Chief Characters of Davenant's Plays. PhD Strassburg 1905. 9.<br>
Shakespeare, William. Hamlet. The Oxford Shakespeare. Ed. G. R. Hibbard. Oxford and New York: Oxford University Press, 1994.";"";"";"  Heeg Stefanie"
" Let them come in.";"unedited";"William Shakespeare";"Romeo and Juliet";"Shakespeare, William.  Romeo and Juliet.  Act 2, scene 2, lines 97-98.";"1595";"1595";"1595";"1595";"English";"[Juliet:] <span class=""quote"">At lovers' perjuries, <br>
They say, Jove laughs.</span>";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@000987_A95_D99 Romeo and Juliet";"";"NaMa#031058 gods laugh at lovers' perjuries";"Work by character";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"MQ_VERBAL_Say";"Shakespeare Studies";"@010000-1:189.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 189.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"Romeo and Juliet";"Shakespeare, William.  Romeo and Juliet.  Act 3, scene 7, lines 7-10.";"1595";"1595";"1595";"1595";"English";"[Romeo:] Look, love, what envious streaks<br>
Do lace the severing clouds in yonder east.<br>
<span class=""quote"">Night's candles are burnt out, </span>and jocund day<br>
Stands tiptoe on the misty mountain-tops.";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@000987_A95_D99 Romeo and Juliet";"";"WoPh#830213 nights candles burnt out";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000/@006239-xxiii.
Muir, Kenneth, ed. Macbeth. The Arden Edition of the Works of Shakespeare. Eighth edition. London: Methuen and Co. 1955. xxiii.<br>
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"";"";"Tryfona Nickie"
" Let them come in.";"unedited";"William Shakespeare";"Romeo and Juliet";"Shakespeare, William.  Romeo and Juliet.  Act 1, scene 4, lines 35-36.";"1595";"1595";"1595";"1595";"English";"[Romeo:] [...] Let wantons light of heart <br/>
<span class=""quote"">Tickle the senseless rushes </span>with their heels [...].";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@000987_A95_D99 Romeo and Juliet";"";"WoPh#031015 tickle rushes";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000-1:110.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 110.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"A Midsummer Night's Dream";"Shakespeare, William.  A Midsummer Night's Dream.  Act 1, scene 1, lines 31-35.";"1595";"1595";"1595";"1595";"English";"[Egeus:] [...] Thou hast by moonlight at her window sung <br>
With feigning voice verses of feigning love <br>
And stolen the impression of her fantasy <br>
With <span class=""quote"">bracelets of thy hair, </span>rings, gauds, conceits, <br>
Knacks, trifles, nosegays, sweetmeats [...].";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001012_A95_D00 A Midsummer Night's Dream";"";"WoPh#031065 bracelets of hair";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Annotated edition";"@010002-19.
Tourneur, Cyril.  The Atheist's Tragedy, or The Honest Man's Revenge. Ed. Irving Ribner. London: The Broadwater Press, 1964.  19.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"Romeo and Juliet";"Shakespeare, William.  Romeo and Juliet.  Act 2, scene 4, lines 136-141.";"1595";"1595";"1595";"1595";"English";"[Mercutio:] [...] (singing) <i> <span class=""quote"">An old hare hoar, <br>
And an old hare hoar, <br>
Is very good meat in Lent. <br>
But a hare that is hoar <br>
Is too much for a score <br>
When it hoars ere it be spent. </i> </span>";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@000987_A95_D99 Romeo and Juliet";"";"WoPu_AbsSex_GenWom#031066 whore";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"MQ_ANOMALY_Poetryswitch";"Annotated edition";"@010002-20.
Tourneur, Cyril. The Atheist's Tragedy, or The Honest Man's Revenge. Ed. Irving Ribner. London: The Broadwater Press, 1964. 20.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"Romeo and Juliet";"Shakespeare, William.  Romeo and Juliet.  Act 1, scene 5, lines 135-136.";"1595";"1595";"1595";"1595";"English";"[Capulet:] Nay, gentlemen, prepare not to be gone. <br>
<span class=""quote"">We have a trifling foolish banquet </span>towards.";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@000987_A95_D99 Romeo and Juliet";"";"SuMe#039078 modest about banquet";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Annotated edition / Shakespeare Studies";"@005134/@010200-167.";"";"";"   Hohl-Trillini Regula"
" Let them come in.";"unedited";"William Shakespeare";"The Merchant of Venice";"Shakespeare, William.  The Merchant of Venice.  Act 2, scene 8, lines 12-15.";"1596";"1596";"1596";"1596";"English";"[Solanio:] I never heard a passion so confused,<br>
So strange, outrageous, and so variable <br>
As the dog Jew did utter in the streets.<br>
<span class=""quote"">""My daughter, O my ducats, O my daughter! </span>[...]"".";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001047_A96_D00 The Merchant of Venice";"";"WoPh#230284 my daughter my money";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000/@005584-118.
Munro, John, Clement Mansfield Ingleby et al., eds.  The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"";"";"   Hohl-Trillini Regula"
" Let them come in.";"unedited";"William Shakespeare";"King John";"Shakespeare, William.  King John.  Act 4, scene 2, lines 9-16.";"1596";"1596";"1596";"1596";"English";"[Salisbury:] Therefore, to be possessed with double pomp, <br>
To guard a title that was rich before, <br>
To <span class=""quote"">gild refinèd gold, to paint the lily</span>, <br>
To throw a perfume on the violet, <br>
To smooth the ice or add another hue <br>
Unto the rainbow, or with taper-light <br>
To seek the beauteous eye of heaven to garnish, <br>
Is wasteful and ridiculous excess.";"";"";"@001043_A96_D23 King John";"";"SuId#030777 gild lily or gold";"Work unmarked";"Author unmarked";"History play";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"";"";"   Hohl-Trillini Regula"
" Let them come in.";"unedited";"William Shakespeare";"King John";"Shakespeare, William.  King John.  Act 4, scene 2, line 254.";"1596";"1596";"1596";"1596";"English";"[King John:] <span class=""quote"">Out of my sight</span>, and never see me more.";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001043_A96_D23 King John";"";"SuMe#031017 out of sight";"Work unmarked";"Author unmarked";"History play";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000-1:118.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 118.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"Love's Labour's Lost";"Shakespeare, William.  Love's Labour's Lost.  Act 5, scene 1, lines 40-42.";"1596";"1596";"1596";"1596";"English";"[Costard:] O, they have lived long on the almsbasket of words. I marvel thy master hath not eaten thee for a word, for thou art not so long by the head as<span class=""quote""> honorificabilitudinitatibus.</span>";"";"";"@001031_A96_D98 Love's Labour's Lost";"";"WoMo#099040 honorificabilitudinitatibus";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Annotated edition / Shakespeare Studies";"@005134-2:325./@010200-164.

Wood, Harvey,  ed. The Plays of John Marston in Three Volumes. Ed. H. Harvey Wood. Edinburgh and London: Oliver and Boyd, 1934-1939.";"";"";"   Hohl-Trillini Regula"
" Let them come in.";"unedited";"William Shakespeare";"Love's Labour's Lost";"Shakespeare, William.  Love's Labour's Lost.  Act 5, scene 2, line 579.";"1596";"1596";"1596";"1596";"English";"[Princess:] <span class=""quote"">He speaks not like a man of God his making.</span>";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001031_A96_D98 Love's Labour's Lost";"";"WoPh#031018 speak not like man of God's making";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 119.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"The Merchant of Venice";"Shakespeare, William.  The Merchant of Venice.  Act 1, scene 1, lines 23-25.";"1596";"1596";"1596";"1596";"English";"[Salarino:] My wind cooling my broth <br>
Would blow me to an ague when I thought <br>
 <span class=""quote"">What harm a wind too great might do at sea</span>. ";"";"";"@001047_A96_D00 The Merchant of Venice";"";"SuId_NatSky#780052 danger wind";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010200-170.";"";"";"   Hohl-Trillini Regula"
" Let them come in.";"unedited";"William Shakespeare";"Love's Labour's Lost";"Shakespeare, William.  Love's Labour's Lost.  Act 1, scene 2, lines 70-72.";"1596";"1596";"1596";"1596";"English";"[Boy:] <span class=""quote"">Samson, master; he was a man of good carriage, great carriage, for he carried the town gates on his back like a porter</span>, and he was in love.";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001031_A96_D98 Love's Labour's Lost";"";"NaMa#031020 Samson carrying gates";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000-1:141./@010200-170.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 141.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"King John";"Shakespeare, William.  King John.  Act 5, scene 2, lines 152-154.";"1596";"1596";"1596";"1596";"English";"[Bastard:] [...] And you degenerate, you ingrate revolts, <br>
You <span class=""quote"">bloody Neroes, ripping up the womb <br>
Of your dear mother </span>England, blush for shame!";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001043_A96_D23 King John";"";"NaMa#230079 Nero killing his mother";"Work by character";"Author unmarked";"History play";"";"Dialogue";"BODY OF TEXT";"MQ_ANOMALY_Nominalization";"Shakespeare Studies";"@010051-47.
Voigt, Hermann. Gleichnisse und Metaphern in Shakespeare's Dramen und in seinen Quellenschriften. PhD. Strassburg: Elsass-Lothringische Druckerei, 1908. 47.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"The Merchant of Venice";"Shakespeare, William.  The Merchant of Venice.  Act 1, scene 3, lines 1-10. ";"1596";"1596";"1596";"1596";"English";"[Shylock:] Three thousand ducats, well. <br>
[Bassanio:] <span class=""quote"">Ay, sir, for three months</span>. <br>
[Shylock:]<span class=""quote""> For three months, well</span>. <br>
[Bassanio:] For the which, as I told you, Antonio shall be bound. <br>
[Shylock:] Antonio shall become bound, well. <br>
[Bassanio:] May you stead me? Will you pleasure me?
Shall I know your answer? <br>
[Shylock:] Three thousand ducats for three months, and Antonio bound.";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001047_A96_D00 The Merchant of Venice";"";"SuMe_AbsTim#031021 three month time limit";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000-1:178.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 178.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"Love's Labour's Lost";"Shakespeare, William.  Love's Labour's Lost.  Act 3, scene 1, lines 189-196.";"1596";"1596";"1596";"1596";"English";"[Berowne:] [...] This wimpled, whining, purblind, wayward boy, <br>
This <span class=""quote"">Signior Junior, giant dwarf, Don Cupid, <br></span>
Regent of love rhymes, lord of folded arms, <br>
Th’ anointed sovereign of sighs and groans, <br>
Liege of all loiterers and malcontents, <br>
Dread prince of plackets, king of codpieces, <br>
<span class=""quote"">Sole imperator </span>and great general <br>
Of trotting paritors - O my little heart! ";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001031_A96_D98 Love's Labour's Lost";"";"NaMa#004122 Cupid sole lord / NaMa#004202 Cupid small but cocky";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Annotated edition / Shakespeare Studies / morethanonelexia";"@010000-1:178./@005134
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 178.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"The Merchant of Venice";"Shakespeare, William.  The Merchant of Venice.  Act 4, scene 1, lines 130-141.";"1596";"1596";"1596";"1596";"English";"[Gratiano:] O, be thou damned, inexecrable dog,<br>
And for thy life let justice be accused;<br>
Thou almost mak'st me waver in my faith, <br>
To hold opinion with <span class=""quote"">Pythagoras</span><br>
That <span class=""quote"">souls of animals infuse themselves <br>
Into the trunks of men. </span>Thy currish spirit <br>
Governed <span class=""quote"">a wolf who, hanged for human slaughter, <br>
Even from the gallows did his fell soul fleet,</span><br>
And whilst thou layest in thy unhallowed dam, <br>
Infused itself in thee, for <span class=""quote"">thy desires <br>
Are wolfish, bloody, starved, and ravenous</span>.";"This passage represents several elements of the ""Dog  Cluster"", a combination of images which recurs in Shakespeare's plays.";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001047_A96_D00 The Merchant of Venice";"";"SuId_NatAni#230161 animal entering man's soul / WoCl#006269 Dog Cluster: dog / WoCl#006964 Dog cluster: hanging / NaHu#007061 Pythagoras";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies / morethanonelexia";"@010000
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"";"";"   Hohl-Trillini Regula"
" Let them come in.";"unedited";"William Shakespeare";"King John";"Shakespeare, William.  King John.  Act 3, scene 1, lines 86-98.";"1596";"1596";"1596";"1596";"English";"[Constance:]<span class=""quote""> A wicked day, and not a holy day! </span><br/>
What hath this day deserved? What hath it done <br/>
That it in golden letters should be set <br/>
Among the high tides in the calendar? <br/>
Nay, rather turn this day out of the week, <br/>
This day of shame, oppression, perjury. <br/>
Or if it must stand still, let wives with child <br/>
Pray that their burdens may not fall this day, <br/>
Lest that their hopes prodigiously be crossed. <br/>
But on this day let seamen fear no wrack; <br/>
No bargains break that are not this day made; <br/>
This day, all things begun come to ill end, <br/>
Yea, faith itself to hollow falsehood change!";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001043_A96_D23 King John";"";"SuId#031046 curse the day";"Work unmarked";"Author unmarked";"History play";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000-110.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 110.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"King John";"Shakespeare, William.  King John.  Act 2, scene 1, lines 76-77.";"1596";"1596";"1596";"1596";"English";"[Chatillion:] The interruption of their churlish drums <br>
<span class=""quote"">Cuts off more circumstance.</span>";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001043_A96_D23 King John";"";"WoPh#031069 cuts off circumstance";"Work unmarked";"Author unmarked";"History play";"";"Dialogue";"BODY OF TEXT";"Local reference";"Annotated edition";"@010002-22.
Tourneur, Cyril. The Atheist's Traged, or The Honest Man's Revenge. Ed. Irving Ribner. London: The Broadwater Press, 1964. 22.";"";"";"Reitzer Elliot"
" Let them come in.";"unedited";"William Shakespeare";"The Merchant of Venice";"Shakespeare, William.  The Merchant of Venice.  Act 3, scene 2, lines 111-115.";"1596";"1596";"1596";"1596";"English";"[Portia:] How all the other passions fleet to air, <br>
As doubtful thoughts and rash embraced despair,<br>
And shudd'ring fear, and green-eyed jealousy!<br>
<span class=""quote"">""O love, be moderate, allay thy ecstasy,<br>
In measure rain thy joy, scant this excess!</span>";"";"";"@001047_A96_D00 The Merchant of Venice";"";"SuMe#034111 extreme joy";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"";"";"   Hohl-Trillini Regula"
" Let them come in.";"unedited";"William Shakespeare";"The Merchant of Venice";"Shakespeare, William.  The Merchant of Venice.  Act 1, scene 2, lines 12-19.";"1596";"1596";"1596";"1596";"English";"[Portia:] <span class=""quote"">If to do were as easy as to know what were good to do, chapels had been churches, and poor men's cottages princes' palaces. It is a good divine that follows his own instructions. I can easier teach twenty what were good to be done than to be one of the twenty to follow mine own teaching. The brain may devise laws for the blood, but a hot temper leaps o'er a cold decree </span>[...].";"";"";"@001047_A96_D00 The Merchant of Venice";"";"SuId#030793 were as easy as pass";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"";"";"   Hohl-Trillini Regula"
