"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry IV Part 2";"Shakespeare, William.  Henry IV Part 2.  Act 2, scene 4, line 165-168. 
";"1597";"1597";"1597";"1597";"English";"[Pistol:] [...] Shall pack-horses and <span class=""quote"">hollow pampered jades of Asia </span>[...] compare with Caesars and with cannibals and Troyan Greeks? Nay, rather damn them with King Cerberus, and <span class=""quote"">let the welkin roar. </span>Shall we fall foul for toys?";"";"";"@001083_A97_D00 Henry IV Part 2";"";"WoPh_NatAni#030005 pampered jades / WoPh#032276 welkin roar / WoPh#004168 holla ye pampered jades of Asia";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010000/@010200-166./@006176-53./@006210-220./010018-76.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co., 1909. ";"";"";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry IV Part 1";"Shakespeare, William.  Henry IV Part 1.  Act 1, scene 3, lines 100-104.";"1597";"1597";"1597";"1597";"English";"[Hotspur:] When on the gentle Severn's sedgy bank <br>
<span class=""quote"">In single opposition hand to hand</span><br>
He did confound the best part of an hour<br>
In changing hardiment with great Glendower. ";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001059_A97_D98 Henry IV Part 1";"";"WoPh#031161 in single opposition";"Work unmarked";"Author unmarked";"History";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010000
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"";"";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"William Shakespeare";"The Merry Wives of Windsor";"Shakespeare, William.  The Merry Wives of Windsor.  Act 1, scene 4, lines 153-156.";"1597";"1597";"1597";"1597";"English";"[Fenton:] Yes, marry, have I. What of that? <br>
[Mistress Quickly:] <span class=""quote"">Well, thereby hangs a tale. </span>Good faith, it is such another Nan! But, I detest, an honest maid as ever broke bread.";"";"";"@001079_A97_D23 The Merry Wives of Windsor";"";"WoPh#035082 thereby hangs a tale";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Electronic search (Fulltext database_Literature)";"@010048
EEBO";"";"";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry IV Part 2";"Shakespeare, William.  Henry IV Part 2.  Act 3, scene 1, lines 4-8.";"1597";"1597";"1597";"1597";"English";"[King:] [...] How many thousand of my poorest subjects <br>
Are at this hour asleep! <span class=""quote"">O sleep, O gentle sleep, <br>
Nature's soft nurse, how have I frighted thee, <br>
That thou no more wilt weigh my eyelids down</span> <br>
And <span class=""quote"">steep my senses in forgetfulness</span>? ";"";"";"@001083_A97_D00 Henry IV Part 2";"";"SuMe#005087 my eyelids will not help me sleep";"Work unmarked";"Author unmarked";"History";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010086/@005134/@010200-169.";"";"";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry IV Part 2";"Shakespeare, William.  Henry IV Part 2.  Act 2, scene 4, lines 158-162 and line 175.";"1597";"1597";"1597";"1597";"English";"[Pistol:] I'll see<span class=""quote""> her damned first to Pluto's damnèd lake, by this hand, to th' infernal deep with Erebus and tortures vile also. </span>Hold hook and line, say I. Down, down, dogs! Down, Fates! <span class=""quote"">Have we not Hiren here?<br><br></span>

[Pistol:] Die men like dogs! Give crowns like pins! <span class=""quote"">Have we not Hiren here?</span>";"";"";"@001083_A97_D00 Henry IV Part 2";"";"NaMa#032204 have we not Hiren here / NaCa#004027 Pluto or Hades / NaCa#004028 Erebus / NaMa#004193 Irene or Hiren the Fair Greek / SuId#032466 damned to Erebus and Pluto";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010000/@010200-166./@006075-60../@010018-94.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"";"";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry IV Part 1";"Shakespeare, William.  Henry IV Part 1.  Act 2, scene 4, lines 4-5.";"1597";"1597";"1597";"1597";"English";"[Prince:] <span class=""quote"">With three or four loggerheads amongst three or fourscore hogsheads.</span>";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001059_A97_D98 Henry IV Part 1";"Keyword";"WoMo#031145 loggerheads";"Work unmarked";"Author unmarked";"History";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Annotated edition_Literature)";"@010002-28.
Tourneur, Cyril.  The Atheist's Tragedy, or The Honest Man's Revenge. Ed. Irving Ribner. London: The Broadwater Press Ltd, 1964.  28.";"";"";"Reitzer Elliot"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry IV Part 1";"Shakespeare, William.  Henry IV Part 1.  Act 2, scene 4, line 295.";"1597";"1597";"1597";"1597";"English";"[Falstaff:] Ah, <span class=""quote"">no more of that, Hal, an thou lovest me.";"";"";"@001059_A97_D98 Henry IV Part 1";"";"WoPh#430173 no more of that good Hal";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010000-1:500.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 1, 500.";"";"";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry IV Part 1";"Shakespeare, William.  Henry IV Part 1.  Act 4, scene 2, lines 5-9.";"1597";"1597";"1597";"1597";"English";"[Falstaff:] <span class=""quote"">Lay out, lay out. [...] Bid my lieutenant Peto </span>meet me at town’s end.";"";"";"@001059_A97_D98 Henry IV Part 1";"";"NaMa#430174 lay out Peto";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010000-1:500.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 1, 500.";"";"";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry IV Part 1";"Shakespeare, William.  Henry IV Part 1.  Act 1, scene 3, lines 41-42.";"1597";"1597";"1597";"1597";"English";"[Hotspur:] [...] Who therewith angry, when it next came there, <br>
<span class=""quote"">Took it in snuff; </span>and still he smiled and talked.";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001059_A97_D98 Henry IV Part 1";"";"WoPh#031147 take in snuff";"Work unmarked";"Author unmarked";"History";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Annotated edition_Literature)";"@010002-35.
Tourneur, Cyril.  The Atheist's Tragedy, or The Honest Man's Revenge. Ed. Irving Ribner. London: The Broadwater Press, 1964.  35.";"";"";"Reitzer Elliot"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry IV Part 1";"Shakespeare, William.  Henry IV Part 1.  Act 1, scene 3, lines 29-34.";"1597";"1597";"1597";"1597";"English";"[Hotspur:] [...] I remember, when the fight was done,<br>
When I was dry with rage and extreme toil, <br>
Breathless and faint, leaning upon my sword,<br>
Came there a certain lord, neat and trimly dressed, <br>
Fresh as a bridegroom, and <span class=""quote"">his chin new reaped <br>
Showed like a stubble land at harvest home.</span>";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001059_A97_D98 Henry IV Part 1";"";"WoKw#032269 beard stubble like a field";"Work unmarked";"Author unmarked";"History";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Annotated edition_Literature) / Secondary (Academic_Shakespeare)";"@010032-22./@010000-1:173./@010200-169.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 173.<br>
Nibbe, Hunold. The Fleire by Edward Sharpham: nach der Quarto 1607 herausgegeben. Louvain: A. Uystpruyst, 1912. 22.";"";"";"Reitzer Elliot"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry IV Part 1";"Shakespeare, William.  Henry IV Part 1.  Act 1, scene 2, lines 118-127.";"1597";"1597";"1597";"1597";"English";"[Poins:] Good morrow, sweet Hal. - What says Monsieur Remorse? What says Sir John Sack-and-Sugar? Jack, how agrees the devil and thee about thy soul that thou soldest him on Good Friday last for a cup of Madeira and a cold capon’s leg?<br>
[Prince:] <span class=""quote"">Sir John stands to his word. The devil shall have his bargain, for he was never yet a breaker of proverbs. He will give the devil his due.<br></span>
[Poins:] Then art thou damned for keeping thy word with the devil.";"";"";"@001059_A97_D98 Henry IV Part 1";"";"SuMe#030052 bargain with the devil";"Work unmarked";"Author unmarked";"History";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Literature)";"@010032-23.
Nibbe, Hunold. The Fleire by Edward Sharpham: nach der Quarto 1607 herausgegeben. Louvain: A. Uystpruyst, 1912. 23.";"";"";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry IV Part 2";"Shakespeare, William.  Henry IV Part 2.  Act 5, scene 1, lines 48-50.";"1597";"1597";"1597";"1597";"English";"[Davy:] [...] an I cannot once or twice in a quarter <span class=""quote"">bear out a knave against an honest man,</span> I have but a very little credit with your Worship.";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre / #008007 LONDON_The Curtain";"@001083_A97_D00 Henry IV Part 2";"";"WoTo#230084 bear somebody out";"Work unmarked";"Author unmarked";"History";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Annotated edition_Literature)";"@010002-36.
Tourneur, Cyril. The Atheist's Tragedy, or The Honest Man's Revenge. Ed. Irving Ribner. London: The Broadwater Press Ltd, 1964. 36.";"";"";"Reitzer Elliot"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry IV Part 1";"Shakespeare, William.  Henry IV Part 1.  Act 2, scene 2, lines 46-47.";"1597";"1597";"1597";"1597";"English";"[Falstaff:] <span class=""quote"">Hang thyself in thine own heir-apparent garters!</span>";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008002 LONDON_The Theatre";"@001059_A97_D98 Henry IV Part 1";"";"WoPh#031159 hang yourself in your own garters / WoPu#006255 heir apparent";"Work unmarked";"Author unmarked";"History";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Annotated edition_Literature)";"@010002-53./@006279
Tourneur, Cyril. The Atheist's Tragedy, or The Honest Man's Revenge. Ed. Irving Ribner. London: The Broadwater Press Ltd, 1964. 53.";"";"";"Reitzer Elliot"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry IV Part 1";"Shakespeare, William.  Henry IV Part 1.  Act 1, scene 3, lines 206-207.";"1597";"1597";"1597";"1597";"English";"[Hotspur:] By heaven, methinks it were an easy leap <br>
<span class=""quote"">To pluck bright honor from the pale-faced moon</span> [...].";"";"";"@001059_A97_D98 Henry IV Part 1";"";"WoPh_NatSky#005063 pluck honor from moon";"Work unmarked";"Author unmarked";"History";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010000/@010008
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"";"";"  Hohl Regula"
" Do not believe his vows; for they are brokers,";"provisional";"John Marston";"The Metamorphosis of Pygmalion and Certain Satires";"Marston, John.  The metamorphosis of Pigmalions image And certaine satyres. London: James Roberts for Edmond Matts, 1598.  29-30; ""Satire 1: Quedam videntur, et non sunt"".";"1598";"1598";"1598";"1598";"English";"But oh! the <span class=""quote"">absolute </span><i>Castilio </i>[...]<br>
Tut, <span class=""quote"">he is famous for his revelling</span>,<br>
For fine set speeches, and for sonetting;<br>
He scorns the viol and the scraping stick,<br>
And yet's <span class=""quote"">but Broker of another's wit.</span><br>
Certes if all things were well known and view'd<br>
He doth but champ that which another chew'd.<br>
Come come Castilion, skim thy <span class=""quote"">posset curd,<br></span>
Show thy queer substance, worthless, most absurd.";"""Castilio"" is a nom de clé for William Shakespeare, who is here attacked for allegedly using other people's words as his own.";"";"@005281 The Metamorphosis of Pygmalion and Certain Satires";"Keyword";"WoPh#030028 posset + curd / SuId#230092 brokers as dishonest / NaHu#007000 William Shakespeare / SuMe#230187 absolute = unequivocal";"Work unmarked";"Author unmarked";"Verse satire";"";"Narrator";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010000/@010200
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co., 1909. ";"Tut, he is famous for his reueling,<br>
For fine sette speeches, and for sonetting;<br>
He scornes the violl and the scraping sticke,<br>
And yet's <span class=""quote"">but Broker of anothers wit.</span>
Certes if all things were well knowne and view'd<br>
He doth but champe that which another chew'd.<br>
Come come Castilion, skim thy <span class=""quote"">posset curd,<br></span>
Show thy queere substance, worthlesse, most obsurd.";"Marston, John.  The metamorphosis of Pigmalions image And certaine satyres. London: James Roberts for Edmond Matts, 1598.  29-30; ""Satire 1: Quedam videntur, et non sunt"".";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Much Ado About Nothing";"Shakespeare, William.  Much Ado About Nothing.  Act 2, scene 1, 76-78.";"1598";"1598";"1598";"1598";"English";"[Beatrice:] [...] and then comes repentance, and with his bad legs <span class=""quote"">falls into the cinquepace faster and faster till he sink into his grave.</span>";"";"";"@001148_A98_D00 Much Ado About Nothing";"";"WoPu_CulMus#990045 cinquepace as sink apace";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"";"Secondary (Annotated edition_Literature) / Secondary (Academic_Shakespeare)";"@005134/@010200-167./@010199-3-156.";"";"";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"John Marston";"The Scourge of Villainy";"Marston, John.  The scourge of villanie Three bookes of satyres. London: James Roberts for John Busby, 1598.  D2 recto; book 1, satire 3 ""Redde, age, quae deinceps risisti"" [normalized spelling].";"1598";"1598";"1598";"1598";"English";"Shall broking pandars suck Nobility?<br>
Soiling fair stems with foul impurity?<br>
Nay, shall a trencher slave extenuate,<br>
Some <span class=""quote"">Lucrece's rape? </span>and straight magnificate<br>
Lewd Jovian lust? Whilst my satiric vein<br>
Shall muzzled be, not daring out to strain<br>
His tearing paw? No gloomy <span class=""quote"">Juvenal,<br></span>
Though to thy fortunes I disastrous fall.";"";"";"@005001 The Scourge of Villainy";"";"NaMa#005083 rape of Lucrece / NaBo@005015 Lucrece / NaHu#007009 Decimus Iunius Juvenalis / NaCa#004192 Lucrece";"Work by character";"Author unmarked";"Verse satire";"";"Narrator";"BODY OF TEXT";"";"Secondary (Academic_Shakespeare)";"@010000-1:37.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 1:37.";"Shall broking pandars sucke Nobilitie?<br>
Soyling fayre stems with foule impuritie?<br>
Nay, shall a trencher slaue extenuate,<br>
Some <span class=""quote"">Lucrece rape? </span>and straight magnificate<br>
Lewd Iouian lust? Whilst my satyrick vaine<br>
Shall muzled be, not daring out to straine<br>
His tearing paw? No gloomie Iuvenall,<br>
Though to thy fortunes I disastrous fall.";"Marston, John.  The scourge of villanie Three bookes of satyres. London: James Roberts for John Busby, 1598.  D2 recto; book 1, satire 3 ""Redde, age, quae deinceps risisti"".";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"John Marston";"The Scourge of Villainy";"Marston, John.  The scourge of villanie Three bookes of satyres. London: James Roberts for John Busby, 1598.  H4 recto; book 3, satire 10 ""Humours"" [normalized spelling].";"1598";"1598";"1598";"1598";"English";"Luscus, what's played to day? faith now I know<br>
I set thy lips abroach, from whence doth flow<br>
Naught but pure <span class=""quote""><i>Juliet </i>and <i>Romeo</i></span>.<br>
Say, who acts best? Drusus or Roscio,<br>
<span class=""quote"">Now I have him, that ne'er of ought did speak<br>
But when of plays or Players he did treat.<br>
H'ath made a common-place book out of plays,<br>
And speaks in print: […] speaks he not movingly,<br>
From out some new pathetic Tragedy?<br>
He writes, he rails, he jests, he courts what not,<br>
And all from out his huge long scraped stock<br>
Of well-penn'd plays.</span>";"";"";"@005001 The Scourge of Villainy";"";"NaHu#007000 William Shakespeare / NaBo@000987 Romeo and Juliet";"Work title";"Author unmarked";"Verse satire";"";"Narrator";"BODY OF TEXT";"";"Secondary (Annotated edition_Literature)";"@005194/@010000-1:52./@010200/@006280-195./@006262-157.
Davenport, Arnold,  ed. The <poems of John Marston. Liverpool University Press 1961.";"Luscus, what's playd to day? faith now I know<br>
I set thy lips abroach, from whence doth flow<br>
Naught but <span class=""quote"">pure Iuliat and Romio.</span><br>
Say, who acts best? Drusus or Roscio,<br>
Now I have him, that nere of ought did speake<br>
But when of playes or Plaiers he did treate.<br>
H'ath made a common-place booke out of plaies,<br>
And speakes in print: […] speakes he not movingly,<br>
From out some new pathetique Tragedy?<br>
He writes, he railes, he iests, he courts what not,<br>
And all from out his huge long scraped stock<br>
Of well-penn'd playes.";"Marston, John.  The scourge of villanie Three bookes of satyres. London: James Roberts for John Busby, 1598.  H4 recto; book 3, satire 10 ""Humours"".";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Much Ado About Nothing";"Shakespeare, William.  Much Ado About Nothing.";"1598";"1598";"1598";"1598";"English";"<span class=""quote"">Borachio</span>";"";"";"@001148_A98_D00 Much Ado About Nothing";"";"NaCa#005086 Borachio";"Work by character";"Author unmarked";"Comedy";"";"";"CHARACTERNAME";"";"Reading";"";"";"";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Much Ado About Nothing";"Shakespeare, William.  Much Ado About Nothing.  Act 2, scene 1, lines 39-41.";"1598";"1598";"1598";"1598";"English";"[Beatrice:] [...]  Therefore I will [...] <span class=""quote"">lead his apes into hell.</span>";"";"#009002 Lord Chamberlain's (Lord Hunsdon's) Men / #008007 LONDON_The Curtain";"@001148_A98_D00 Much Ado About Nothing";"";"SuId#035523 leading apes into hell";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010000-1:150./@010200-89./@010200-170.";"";"";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"John Marston";"The Scourge of Villany";"Marston, John.  The scourge of villanie Three bookes of satyres. London: James Roberts for John Busby, 1598.  H3 verso;  book 3, satire 10 ""Humours"" [normalized spelling].";"1598";"1598";"1598";"1598";"English";"<span class=""quote"">A hall, a hall, <br>
Room for the Spheres, </span>the Orbs celestial <br>
Will dance <i> <span class=""quote"">Kemp's Jig</i>. </span>They'll revel with neat jumps <br>
A worthy Poet hath put on their Pumps.";"";"";"@005001 The Scourge of Villainy";"";"WoPh#555069 a hall! Give room / NaHu#007004 William Kempe / NaMa#004488 Kemp's jig";"Work unmarked";"Author name";"Verse satire";"";"Narrator";"BODY OF TEXT";"";"Secondary (Academic_Shakespeare)";"@010000-1:52./@010200-167.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"A hall, a hall, <br>
Roome for the Spheres, the Orbes celestiall <br>
Will daunce <i> Kemps Iigge</i>. They'le revel with neate iumps <br>
A worthy Poet hath put on their Pumps.";"Marston, John.  The scourge of villanie Three bookes of satyres. London: James Roberts for John Busby, 1598. H3 verso; book 3, satire 10 ""Humours"".";"Danneck Martin"
" I do not know from what part of the world";"unedited";"John Marston";"The Metamorphosis of Pygmalion and Certain Satires";"Marston, John.  The metamorphosis of Pigmalions image And certaine satyres. London: James Roberts for Edmond Matts, 1598.  25; section ""The Authour in prayse of his precedent Poem"" [normalized spelling].";"1598";"1598";"1598";"1598";"English";"So <span class=""quote"">Labeo </span>did complain his love was stone,<br>
<span class=""quote"">Obdurate, flinty, so relentless none:<br></span>
Yet <i>Lynceus </i>knows, that in the end of this,<br>
He wrought as strange a <span class=""quote"">metamorphosis.</span>";"""Labeo"" (""thick-lipped"") may have been be a nickname for William Shakespeare.";"";"@005281 The Metamorphosis of Pygmalion and Certain Satires";"";"NaBo@005035 Metamorphoses / WoPh#050044 obdurate flint / NaHu#007000 William Shakespeare / NaEp_NewPer#004999 Labeo = William Shakespeare";"Work unmarked";"Author epithet";"Verse satire";"";"Narrator";"BODY OF TEXT";"";"Secondary (Academic_Shakespeare)";"@010000-1:35./@010200-168.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co., 1909. 1:35.";"So <span class=""quote"">Labeo </span>did complaine his loue was stone,<br>
<span class=""quote"">Obdurate, flinty, so relentlesse none:<br></span>
Yet<i> Lynceus </i>knowes, that in the end of this,<br>
He wrought as strange a <span class=""quote"">metamorphosis.</span>";"Marston, John.  The metamorphosis of Pigmalions image And certaine satyres. London: James Roberts for Edmond Matts, 1598.  25; ""The Authour in prayse of his precedent Poem"".";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"John Marston";"Antonio and Mellida";"Marston, John.  ""Antonio and Mellida."" The Plays of John Marston in Three Volumes. Ed. H. Harvey Wood. Edinburgh and London: Oliver and Boyd, 1934-1939. 1:1-64.  55; act 5 [normalized spelling]";"1599";"1599";"1599";"1599";"English";"[Balurdo (sings):] <span class=""quote"">Do me right, <br>
And dub me knight, <br></span>
Balurdo.";"Parody of the popular song ""Monsieur Mingo"".";"";"@001218_A99_D02 Antonio and Mellida";"";"WoSp_CulMus#032125 parody song Monsieur Mingo";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Annotated edition_Literature)";"@010047-1:81.
Marston, John.  The Selected Plays of John Marston. Eds. MacDonald P. Jackson, Neill Michael et al. Cambridge: Cambridge University Press, 1986.  81.";"";"";"Heeg Stefanie"
" I do not know from what part of the world";"unedited";"John Marston";"Antonio and Mellida";"Marston, John.  ""Antonio and Mellida."" The Plays of John Marston in Three Volumes. Ed. H. Harvey Wood. Edinburgh and London: Oliver and Boyd, 1934-1939. 1:1-64.  57 [normalized spelling].";"1599";"1599";"1599";"1599";"English";"[Galeatzo:] Good faith, <span class=""quote"">I'll accept of the coxcomb, so you will not refuse the bauble. <br></span>
[Mellida:] Nay, good sweet, keep them both; I am enamoured of neither.";"A bauble is a fool’s sceptre, frequently phallic in appearance.";"";"@001218_A99_D02 Antonio and Mellida";"";"WoMo#032126 bauble";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Literature)";"@010047-84.
Marston, John. The Selected Plays of John Marston. Eds. MacDonald P. Jackson, Neill Michael et al. Cambridge: Cambridge University Press, 1986. 84.";"";"";"Heeg Stefanie"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Julius Caesar ";"Shakespeare, William.  Julius Caesar.  Act 2, scene 2, lines 31-33.";"1599";"1599";"1599";"1599";"English";"[Calphurnia:] <span class=""quote"">When beggars die there are no comets seen;<br></span>
The heavens themselves blaze forth the death of princes.";"";"";"@001198_A99_D23 Julius Caesar";"";"SuId#032128 comet as bad omen";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Electronic search (Fulltext database_Literature)";"@010084-Last accessed 3 February 2019.
Folger Digital Texts";"";"";"Heeg Stefanie"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Julius Caesar";"Shakespeare, William.  Julius Caesar.  Act 3, scene 1, lines 285-287.";"1599";"1599";"1599";"1599";"English";"[Antony:] Over <span class=""quote"">thy wounds now do I prophesy<br>
(Which like dumb mouths do ope their ruby lips</span><br>
To beg the voice and utterance of my tongue) [...].";"";"";"@001198_A99_D23 Julius Caesar";"";"SuId#032129 wounds murmuring with lips";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Literature)";"@010047
Marston, John. The Selected Plays of John Marston. Eds. MacDonald P. Jackson, Neill Michael et al. Cambridge: Cambridge University Press, 1986. 122.";"";"";"Heeg Stefanie"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry V";"Shakespeare, William.  Henry V.  Act 4, scene 1, line 42. ";"1599";"1599";"1599";"1599";"English";"[Pistol:] Trail'st thou <span class=""quote"">the puissant pike?</span>";"";"";"@001183_A99_D23 Henry V";"";"WoPh_NatAni#032034 puissant pike";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010085-67./@010006-18.
Williams, John Davis Ellis.  Sir William Davenant's relation to Shakespeare: With an analysis of the Chief Characters of Davenant's Plays. PhD Strassburg 1905.  18. for ""The Wits""
Koeppel, Wirkung for ""Wit in a Constable""";"";"";"Heeg Stefanie"
" I do not know from what part of the world";"unedited";"John Marston";"Antonio and Mellida";"Marston, John.  ""Antonio and Mellida."" The Plays of John Marston in Three Volumes. Ed. H. Harvey Wood. Edinburgh and London: Oliver and Boyd, 1934-1939. 1:1-64.  20 [normalised spelling].";"1599";"1599";"1599";"1599";"English";"[Mellida:]<span class=""quote""> Nothing sweet Rossaline, but the air's sharp.</span>";"Mellida explaining her tears as caused by the cold air.";"";"@001218_A99_D02 Antonio and Mellida";"";"SuMi_NatSky#004036 blaming tears on wind";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"";"Secondary (Academic_Shakespeare)";"@010200-171.";"[Mellida:] Nothing sweet Rossaline, but the ayre's sharpe.";"Marston, John.  ""Antonio and Mellida."" The Plays of John Marston in Three Volumes. Ed. H. Harvey Wood. Edinburgh and London: Oliver and Boyd, 1934-1939. 1:1-64.  20.";"  Hohl Regula"
