"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" O Jephthah, judge of Israel, what a treasure hadst thou!";"provisional";"William zzzShakespeare";"Henry VI Part 3";"Shakespeare, William.  Henry VI Part 3.  Act 5, scene 1, lines 91-92.";"1591";"1591";"1591";"1591";"HAS SEVERAL LEXIAS!";"[Clarence:] To keep that oath were more impiety<br>
Than <span class=""quote"">Jephthah when he sacrificed his daughter.</span>";"";"";"@000902 Henry VI Part 3";"motif with name";"#000266 MOTIF WITH NAME - Jephthahs daughter / #002255 CHARACTER - Jephthah";"Character name (main)";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Annotated Shakespeare edition";"@010082
Shakespeare, William. Hamlet. The Oxford Shakespeare. Ed. G. R. Hibbard. Oxford and New York: Oxford University Press, 1994.";"";"";"  Hohl Trillini Regula"
" I should be greeted, if not from Lord Hamlet.";"unedited";"_ 0_Anon";"Mucedorus and Amadine";"Anon.  A Most pleasant Comedie of Mucedorus the Kings sonne of Valentia and Amadine the Kings daughter of Arragon, with the merie conceites of Mouse. Newly set foorth, as it hath bin sundrie times plaide in the honorable Cittie of London. Very delectable and full of mirth. London: William Iones, 1598.  N.p.; act 1 [spelling normalized].";"1591";"1591";"1591";"1591";"English";"[Enter Segasto running and Amadine after him, <span class=""quote"">being pursued with a bear.]<span>";"WIKIPEDIA: It has been attributed in whole or in part to William Shakespeare, but this theory is generally not accepted by Shakespeare scholars and Mucedorus is generally classified as apocryphal and not part of the main Shakespearean canon. Other proposed authors have included George Peele, Robert Greene, and Thomas Lodge.[1] Greene's James IV (c. 1590) and Peele's Old Wive's Tale (published 1595) belong to the same genre.[2]";"Unknown / Unknown, London";"@000884 Mucedorus and Amadine";"pending";"#005092 exit pursued by a bear";"";"Unmarked";"Romance";"tbe";"";"Stage direction";"Local reference";"Shakespeare Studies";"@010010
Bate, Jonathan et al., eds. William Shakespeare and others: Collaborative Plays. Basingstoke: Palgrave Macmillan, 2013. ";"[Enter Segasto runing and Amadine after him, being persued with a beare.]";"Anon.  A Most pleasant Comedie of Mucedorus the Kings sonne of Valentia and Amadine the Kings daughter of Arragon, with the merie conceites of Mouse. Newly set foorth, as it hath bin sundrie times plaide in the honorable Cittie of London. Very delectable and full of mirth. London: William Iones, 1598.  N.p.; act 1.";"  Hohl Trillini Regula"
" The graves stood tenantless and the sheeted dead";"provisional";"William zzzShakespeare";"Henry VI Part 2";"Shakespeare, William.  Henry VI Part 2.  Act 1, scene 4, lines 18-22.";"1591";"1591";"1591";"1591";"English";"[Bolingbroke:] [...] Deep night, dark night, the silent of the night,<br>
The time of night when Troy was set on fire,<br>
The time when screech owls cry and bandogs howl,<br>
<span class=""quote"">And spirits walk, and ghosts break up their graves - <br></span>
That time best fits the work we have in hand. ";"";"";"@000888 Henry VI Part 2";"idea";"#000010 IMAGE - the living dead";"";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Electronic search (WordWeb Team)";"@010084 ";"";"";"  Hohl Trillini Regula"
" For which, they say, you spirits oft walk in death,";"provisional";"Henry  Smith";"The Pilgrim's Wish";"Smith, Henry.  ""The Pilgrim's Wish."" Quoted in: Naseeb Shaheen. Biblical References in Shakespeare's Tragedies. Newark: University of Delaware Press, 1987.  7.";"1591";"1591";"1591";"1591";"English";"[...] walking spirits which have been so much talked of in time of popery, and were taken for the souls of them which were dead [...] whether <span class=""quote"">the souls of men departed <i>walk</i> after <i>death</i> and appear unto men, exhorting them unto this or that.</span>";"Henry Smith was the most popular Puritan preacher of Elizabethan London.";"";"@005586 The Pilgrims Wish";"idea";"#000218 spirits walking";"Unmarked";"Unmarked";"Non-Fiction";"Philosophy, religion  / tbe";"";"Body of text";"Local reference";"Shakespeare Studies";"@010030
Shaheen, Naseeb. Biblical References in Shakespeare's Tragedies. Newark: University of Delaware Press, 1987. ";"";"";"  Hohl Trillini Regula"
" At supper.";"provisional";"William zzzShakespeare";"Henry VI Part 2";"Shakespeare, William.  Henry VI Part 2.  Act 5, scene 1, lines 117-118.";"1591";"1591";"1591";"1591";"English";"[Richard:] Fie! Charity, for shame! Speak not in spite,<br>
<span class=""quote"">For you shall sup with Jesu Christ tonight</span>";"";"";"@000888 Henry VI Part 2";"idea";"#000291 sup with Jesus";"";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Shakespeare Studies";"@010030
Shaheen, Naseeb. Biblical References in Shakespeare's Tragedies. Newark: University of Delaware Press, 1987. ";"";"";"  Hohl Trillini Regula"
" I should be greeted, if not from Lord Hamlet.";"provisional";"John Florio";"Florio's Second Fruits";"Florio, John.  Florios second frutes to be gathered of twelue trees, of diuers but delightsome tastes to the tongues of Italians and Englishmen. To which is annexed his Gardine of recreation yeelding six thousand Italian prouerbs. London: T. Orwin for Thomas Woodcock, 1591.  111 [normalized spelling]. ";"1591";"1591";"1591";"1591";"English";"[Giordano:] <span class=""quote"">Why do you stand bare-headed? You do yourself wrong.</span><br>
[Edward:] Pardon me, good sir, <span class=""quote"">I do it for my ease.</span><br>
[Giordano:] <span class=""quote"">I pray you be covered, you are too ceremonious.</span><br>
[Edward:] I am so well, that me thinks I am in heaven.<br>
[Giordano:] If you love me, put on your hat.<br>
[Edward:] <span class=""quote"">I will do it to obey you, not for any leisure that I take in.</span>";"";"";"@005610 Florios Second Fruits";"longer passage";"#000611 bonnet on or off";"Unmarked";"Unmarked";"Anthology or quotation dictionary";"Literary and Cultural Studies";"";"Anthology or dictionary entry";"Citation";"Shakespeare Studies";"@010030/@010045/@010200
Muir, Kenneth. The Sources of Shakespeare's Plays. London: Methuen, 1977.<br>
Shaheen, Naseeb. Biblical References in Shakespeare's Tragedies. Newark: University of Delaware Press, 1999. ";"[Giordano:] <span class=""quote"">Why do you stand barehedded? You do yourself wrong.</span><br>
[Edward:] Pardon me, good sir, <span class=""quote"">I doe it for my ease.</span><br>
[Giordano:] <span class=""quote"">I pray you be couered, you are too ceremonious.</span><br>
[Edward:] I am so well, that me thinks I am in heauen.<br>
[Giordano:] If you loue me, put on your hat.<br>
[Edward:] <span class=""quote"">I will doe it to obay you, not for any leasure that I take in.</span>";"Florio, John.  Florios second frutes to be gathered of twelue trees, of diuers but delightsome tastes to the tongues of Italians and Englishmen. To which is annexed his Gardine of recreation yeelding six thousand Italian prouerbs. London: T. Orwin for Thomas Woodcock, 1591.  111. ";"  Hohl Trillini Regula"
" I should be greeted, if not from Lord Hamlet.";"unedited";"_ 0_Anon";"Mucedorus and Amadine";"Anon.  A Most pleasant Comedie of Mucedorus the Kings sonne of Valentia and Amadine the Kings daughter of Arragon, with the merie conceites of Mouse. Newly set foorth, as it hath bin sundrie times plaide in the honorable Cittie of London. Very delectable and full of mirth. London: William Iones, 1598.  N.p. [spelling normalized].";"1591";"1591";"1591";"1591";"English";"[Anselmo:] [...] Whether report gilded <span class=""quote"">a worthlesse Trunk </span>[...].";"";"";"@000884 Mucedorus and Amadine";"";"#001179 worthless trunk";"Unmarked";"Unmarked";"Theatre";"tbe";"Dialogue";"Body of text";"Local reference";"Shakespeare Studies";"@010010
Bate, Jonathan et al., eds.William Shakespeare and others: Collaborative Plays. Basingstoke: Palgrave Macmillan, 2013. ";"[Anselmo:] [...] Whether report gilded a worthlesse Trunke [...].";"Anon.  A Most pleasant Comedie of Mucedorus the Kings sonne of Valentia and Amadine the Kings daughter of Arragon, with the merie conceites of Mouse. Newly set foorth, as it hath bin sundrie times plaide in the honorable Cittie of London. Very delectable and full of mirth. London: William Iones, 1598.  N.p.";"  Hohl Trillini Regula"
" They clepe us drunkards, and with swinish phrase";"provisional";"Thomas zzzNashe";"Pierce Pennyless' Supplication to the Devil";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell."" The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  205 line 2-5 [normalized spelling].";"1592";"1592";"1592";"1592";"English";"Then, if we had seen a man go wallowing in the streets, or line sleeping under the board, we would have spat at him as a toad, and <span class=""quote"">called him [a] foul drunken swine </span>[...].";"";"";"@005055 Pierce Pennyless Supplication to the Devil";"pending";"#001115 drunk + swinish";"Unmarked";"Unmarked";"Unspecified";"need to fix biblio and normalised title after transfer";"1st-person narrator";"Body of text";"Local reference";"Shakespeare Studies";"@010045/@010223/@010030
Muir, Kenneth.  The Sources of Shakespeare's Plays. London: Methuen, 1977. <br>
Davenport, A.  ""Shakespeare and Nashe's Pierce Pennilesse'."" Notes and Queries (September 1953): 371-374.<br>
Shaheen, Naseeb.  Biblical References in Shakespeare's Tragedies. Newark: University of Delaware Press, 1999. ";"Then, if we had seene a man goe wallowing in the streetes, or line sleeping vnder the boord, we would have spet at him as a toade, and <span class=""quote"">cald him foule drunken swine </span>[...].";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  205 line 2-5.";"  Hohl Trillini Regula"
" I should be greeted, if not from Lord Hamlet.";"unedited";"George zzzPeele / William zzzShakespeare";"Titus Andronicus";"Shakespeare, William and George Peele.  Titus Andronicus.  Act 2, scene 1, lines 92-93.";"1592";"1592";"1592";"1592";"English";"[Demetrius:] [...] Though Bassianus be the Emperor’s brother,<br>
Better than he have worn <span class=""quote"">Vulcan's badge.</span>";"";"";"@000928 Titus Andronicus";"";"#005165 MOTIF WITH NAME - Vulcans badge";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Shakespeare Studies";"@010000
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"";"";"  Hohl Trillini Regula"
" I should be greeted, if not from Lord Hamlet.";"unedited";"William zzzShakespeare";"The Taming of the Shrew";"Shakespeare, William.  The Taming of the Shrew.  Act 4, scene 2, line 7.";"1592";"1592";"1592";"1592";"English";"[Bianca:] What, master, read you? First <span class=""quote"">resolve me that.</span>";"";"";"@000916 The Taming of the Shrew";"";"#005180 resolve meaning solve a doubt";"Unmarked";"Unmarked";"Comedy";"";"Dialogue";"Body of text";"";"Electronic search (HyperHamlet Team)";"@010084
FDT ";"";"";"  Hohl Trillini Regula"
" See, it stalks away!";"provisional";"Thomas zzzNashe";"Pierce Pennyless' Supplication to the Devil";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  178 [normalized spelling].";"1592";"1592";"1592";"1592";"English";"<span class=""quote"">Thus walks he up and down in his Majesty, </span>taking a yard of ground at every step, and stamps on he earth so terribly, as if he meant to knock up spirits, when (foul drunken bezzle) if an Englishman set his little finger to him, he falls like a hogs-trough that is set on one end.";"";"";"@005055 Pierce Pennyless Supplication to the Devil";"pending";"#005080 majestic stalking ghost";"Unmarked";"Unmarked";"Unspecified";"";"Narrator";"Body of text";"Local reference";"Shakespeare Studies";"@010154
Davenport, A.  ""Shakespeare and Nashe's Pierce Pennilesse."" Notes and Queries 198 (September 1953): 371-374.";"<span class=""quote"">Thus walkes he vp and downe in his Maiestie, </span>taking a yard of ground at euery step, amd stamps on he earth so terrible, as if he ment to knocke vppe spirite, when (foule drunken bezzle) if an Englishman set his little fnger to him, he falles like a hogs-trough that is set on one end.";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  178.";"  Hohl Trillini Regula"
" I should be greeted, if not from Lord Hamlet.";"unedited";"William zzzShakespeare";"The Taming of the Shrew";"Shakespeare, William.  The Taming of the Shrew.  Act 4, scene 1, lines 53-54.";"1592";"1592";"1592";"1592";"English";"[Grumio:] Out of their saddles into the dirt, <span class=""quote"">and thereby hangs a tale.";"";"";"@000916 The Taming of the Shrew";"";"#005082 thereby hangs a tale";"Unmarked";"Unmarked";"Theatre";"";"";"Body of text";"Local reference";"Electronic search (WordWeb Team)";"@010001";"";"";"Reitzer Elliot"
" When I to sulphurous and tormenting flames";"provisional";"Thomas zzzNashe";"Pierce Pennyless' Supplication to the Devil";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  206 [normalized spelling].";"1592";"1592";"1592";"1592";"HAS SEVERAL LEXIAS!";"Clim of the Clough [the devil] thou that usest to drink nothing but scalding lead and sulphur in hell, thou art not so greedy of thy night gear. O, but thou hast a foul swallow, if it come once <span class=""quote"">to carousing of human blood; </span>but that's but seldom [...] otherwise thou art tide at rack and manger, and drinkest nothing but the <i>Aqua vitae</i> of <span class=""quote"">vengeance </span>all thy life time [...].";"how to mark master-servant misunderstanding?";"";"@005055 Pierce Pennyless Supplication to the Devil";"";"#005007 MOTIF - Revenge / #001004 master-servant misunderstanding / #005081 carouse, sulphur";"Unmarked";"Unmarked";"Unspecified";"QUESTION?!!!";"Narrator";"Body of text";"Local reference";"Shakespeare Studies";"@010223-372.
Davenport, Arnold.  ""Shakespeare and Nashe's Pierce Pennilesse."" Notes and Queries 198 (September 1953): 371-374.  372.";"Clim of the Clough [the devil] thou that vsest to drinke nothing but scalding lead and sulpher in hell, thou art not so greedie of thy night geare. O, but thou hast a foule swallow, if it come once <span class=""quote"">to carousing of humane bloud; </span>but thats but seldom [...] otherwise thou art tide at rack and manger, and drinkest nothing but the <i>Aqua vitae</i> of <span class=""quote"">vengeance </span>all thy life time [...].";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  206.";"  Hohl Trillini Regula"
" But I am pigeon-liver'd and lack gall";"provisional";"Thomas zzzNashe";"Pierce Pennyless' Supplication to the Devil";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  210 [normalized spelling].";"1592";"1592";"1592";"1592";"English";"[...] <span class=""quote"">the heavy headed gluttonous house-dove </span>[...].";"The passage may be based on the proverb ""Doves have no gall""";"";"@005055 Pierce Pennyless Supplication to the Devil";"pending";"#005078 pigeons have no gall";"Unmarked";"Unmarked";"Unspecified";"";"Narrator";"Body of text";"Local reference";"Shakespeare Studies";"@010223
Davenport, A.  ""Shakespeare and Nashe's Pierce Pennilesse'."" Notes and Queries (September 1953): 371-374.";"[...] <span class=""quote"">the heauie headed gluttonous house-doue </span>[...].";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  210.";"  Hohl Trillini Regula"
" A dull and muddy-mettled rascal, peak,";"provisional";"Thomas zzzNashe";"Pierce Pennyless' Supplication to the Devil";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  210 [normalized spelling].";"1592";"1592";"1592";"1592";"English";"<span class=""quote"">Sloth and sluggish security </span>[...]. <br> <br>
[...]<span class=""quote""> neglect </span>[...] <span class=""quote"">dallying </span>[...] <span class=""quote"">indignities </span>[...] <span class=""quote"">love-dream </span>[...].";"";"";"@005055 Pierce Pennyless Supplication to the Devil";"pending";"#002159 sluggish, muddy laziness";"Unmarked";"Unmarked";"Unspecified";"";"Narrator";"Body of text";"Local reference";"Shakespeare Studies";"@010154

Davenport, Arnold.  ""Shakespeare and Nashe's Pierce Pennilesse'."" Notes and Queries (September 1953): 371-374.";"<span class=""quote"">Sloth and sluggish securitye </span>[...].";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  210.";"  Hohl Trillini Regula"
" I should be greeted, if not from Lord Hamlet.";"ok";"Robert Greene";"A Quip for an Upstart Courtier";"Greene, Robert.  A Qvip for an Vpstart Courtier. Or, A quaint dispute betvveen Veluet breeches and Clothbreeches. Wherein is plainely set downe the disorders in all Estates and Trades. London: John Wolfe, 1592.  C1 recto [126].";"1592";"1592";"1592";"1592";"English";"I will not forget the old wives logick,<span class=""quote""> when Adam delved and Eve spanne, who was then a Gentleman?</span>";"";"";"@005566 A Quip for an Upstart Courtier";"sentence or verse line";"#000711 MOTIF WITH NAME - Adam dig Gentleman";"Unmarked";"Unmarked";"Unspecified";"need to fix biblio and normalised title after transfer";"1st-person narrator";"Body of text";"Local reference";"Shakespeare Studies";"@010076
Anders, H. R. D. Shakespeare's Books. Berlin: Georg Reimer, 1904.";"";"";"  Hohl Trillini Regula"
" My too much changed son. Go, some of you,";"provisional";"William zzzShakespeare";" A Comedy of Errors";"Shakespeare, William.  A Comedy of Errors.  Act 5, scene 1, line 169.";"1592";"1592";"1592";"1592";"English";"[Duke:] [...] <span class=""quote"">Go, some of you, </span>knock at the abbey gate [...].";"";"";"@000944 A Comedy of Errors";"pending";"#000277 go, some of you";"Unmarked";"Unmarked";"Comedy";"";"Dialogue";"Body of text";"Local reference";"Electronic search (WordWeb Team)";"@010084
Folger Digital Texts";"";"";" Heeg Stefanie"
" I should be greeted, if not from Lord Hamlet.";"unedited";"Christopher zzzMarlowe";"Edward II";"Marlowe, Christopher.  ""Edward The Second."" The Complete Plays. Ed. J. B. Steane. London: Penguin 1986. 431-533.  439; act 1, scene 1, line 134, act 1, scene 1, line 161 and act 2, scene 2, line 72.";"1592";"1592";"1592";"1592";"English";"[Edward:] <span class=""quote"">I cannot brook these haughty menaces </span>[…]<br><br>

[Edward:] Cease brother, for <span class=""quote"">I cannot brook these words </span>[…]<br><br>

[Gaveston:] My Lord <span class=""quote"">I cannot brook these iniuries.</span>";"Two other occurrences of ""I cannot brooke"":<br>
line 161 Edward: <br>
Cease brother, for I cannot brook these words […]<br>
Line 876 Gauestone:<br>
My Lord I cannot brook these iniuries.";"Pembroke&#039;s Men / The Theatre, London";"@000927 Edward II";"2 keywords";"#002046 cannot brook these";"Unmarked";"Unmarked";"History";"";"Dialogue";"Body of text";"Local reference";"Literary and Cultural Studies";"@010029-6.
Murphy, Donna N. The Marlowe Shakespeare Continuum: Christopher Marlowe, Thomas Nashe, and Authorship of Early Shakespeare and Anonymous Plays. Newcastle, 2013.  6.";"";"";" Heeg Stefanie"
" So, oft it chances in particular men,";"provisional";"Thomas zzzNashe";"Pierce Pennyless' Supplication to the Devil";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  205 [normalized spelling].";"1592";"1592";"1592";"1592";"HAS SEVERAL LEXIAS!";"A mighty deformer of <I>men's manners</i> and <i>features,</i> is this <i>unnecessary vice</i> of all other. Let him be indued with never so many <i>virtues</i>, and have as <i>much goodly proportion and favour as nature can bestow upon a man;</i> yet if he be thirsty after his own destruction, and hath no joy nor comfort, but when he is drowning his soul in a gallon pot, <span class=""quote""><i>that one </i>beastly <i>imperfection</i> will utterly obscure all that is commendable in him; </span>and all his good qualities sink like lead down to the bottom of his<span class=""quote""> <i>carousing</i> </span>cups, where they will lie, like lees and dregs, dead and <i>unregarded of any man.</i>";"";"";"@005055 Pierce Pennyless Supplication to the Devil";"1 keyword";"#000768 IDEA - one flaw ruins everything / #000769 carousing";"Unmarked";"Unmarked";"Unspecified";"";"Narrator";"Body of text";"Local reference";"Shakespeare Studies";"@010154/@010030
Davenport, A. ""Shakespeare and Nashe's Pierce Pennilesse'."" Notes and Queries (September 1953): 371-374.<br>
Shaheen, Naseeb. Biblical References in Shakespeare's Tragedies. Newark: University of Delaware Press, 1999. ";"A mightie deformer of <i>mens manners</i> and <i>features,</i> is this <i>vnnecessary vice</i> of all other. Let him bee indued with neuer so many <i>vertues</i>, and haue as <i>much goodly proporton and fauour as nature can bestow vppon a man;</i> yet if he bee thirstie after his owne destruction, and hath no ioy nor comfort, but when he is drowning his soule in a gallon pot, <span class=""quote""><i>that one </i>beastly <i>imperfection</i> will vtterlie obscure all that is commendable in him; </span>and all his good qualities sinke like lead down to the bottome of his<span class=""quote""> <i>carrowsing</i> </span>cups, where they will lie, like lees and dregges, dead and <i>vnregarded of any man.</i>";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  205.";"  Hohl Trillini Regula"
" I should be greeted, if not from Lord Hamlet.";"provisional";"Thomas zzzNashe";"Pierce Pennyless' Supplication to the Devil";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  177-178 [normalized spelling].";"1592";"1592";"1592";"1592";"English";"For besides, nature hath left him a flaberkin face, like one of the four winds, and cheeks that sag like a woman's dugs over his chin-bone, his apparel is so put up with bladders of Taffeta, and his back like beef stuffed with Parsley, so drawn out with Ribands and deuces, and blistered with light sarcenet bastings, that you would think him [a Dane] nothing but<span class=""quote""> a swarm of Butterflies,</span> if you saw him a far off. ";"A satirical discourse on the customs of Nashe's time.";"";"@005055 Pierce Pennyless Supplication to the Devil";"image with keyword(s)";"#000765 waterfly or butterfly";"Unmarked";"Unmarked";"Unspecified";"";"Narrator";"Body of text";"Local reference";"Shakespeare Studies";"@010045/@010233/@010030
Muir, Kenneth.  The Sources of Shakespeare's Plays. London: Methuen, 1977. <br>
Davenport, A.  ""Shakespeare and Nashe's Pierce Pennilesse'."" Notes and Queries (September 1953): 371-374.<br>
Shaheen, Naseeb.  Biblical References in Shakespeare's Tragedies. Newark: University of Delaware Press, 1999. ";"For besides, nature hath left him a flaberkin face, like one of the foure winds, and cheeks that sag like a womans dugs ouer his chin-bone, his apparel is so put vp with bladders of Taffatie, and his back like biefe stuft with Parsly, so drawne out with Ribands and deusies, and blisterd with light sarcenet bastings, that you would think him [a Dane] nothing but<span class=""quote""> a swarme of Butterflies,</span> if you saw him a farre off. ";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  177-178.";"  Hohl Trillini Regula"
" They clepe us drunkards, and with swinish phrase";"provisional";"Thomas zzzNashe";"Pierce Pennyless' Supplication to the Devil";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  140 [normalized spelling].";"1592";"1592";"1592";"1592";"English";"The Danes are bursten-bellied sots, that are to be confuted with nothing but Tankards or quart-pots, and <span class=""quote""><i>Ovid</i> might as well have read his verses to the <i>Geese</i> that understood him not, </span>as a man talk reason to them that have no ears but their mouths nor sense but of that which they swallow down their throats. God so love me, as I love the quick-witted Italians, and therefore love them more, because they mortally detest this surley <span class=""quote"">swinish</span> Generation.";"Shakespeare's ""account of the drinking habits of the Danes"" echoes Nashe's pamphlet, which ""left its mark on several scenes of the play"". Cf. Kenneth Muir. The Sources of Shakespeare's Plays. London: Methuen, 1977. 167. ";"";"@005055 Pierce Pennyless Supplication to the Devil";"idea with keyword(s)";"#001115 drunk + swinish / &005071 HUMAN - Ovid";"Unmarked";"Unmarked";"Unspecified";"";"Narrator";"Body of text";"Local reference";"Shakespeare Studies";"@010045/@010154/@010030
Muir, Kenneth.  The Sources of Shakespeare's Plays. London: Methuen, 1977. <br>
Davenport, A.  ""Shakespeare and Nashe's Pierce Pennilesse'."" Notes and Queries (September 1953): 371-374.<br>
Shaheen, Naseeb.  Biblical References in Shakespeare's Tragedies. Newark: University of Delaware Press, 1999. ";"The Danes are bursten-bellied sots, that are  to bee confuted with nothing but Tankards or quart-pots, and <i>Ouid</i> might as well haue read his verses to the <i>Getes</i> that vnderstood him not, as a man talk reason to them that haue no eares but their mouths nor sense but of that which they swallowe downe their thrates. God so loue me, as I loue te quick-witted Italians, and therefore loue them more, because they mortally detest this surley <span class=""quote"">swinish</span> Generation.";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  140.";"  Hohl Trillini Regula"
" And, as he drains his draughts of Rhenish down,";"provisional";"Thomas zzzNashe";"Pierce Pennyless' Supplication to the Devil";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  208 [normalized spelling].";"1592";"1592";"1592";"1592";"English";"Men when they are idle, and know not what to do, saith one let us go to the Steelyard and <span class=""quote"">drink Rhenish wine</span>. Nay, if a man knew where a good whorehouse were saith another, it were somwhat like. Nay saith the third, let us go to a dicing-house or a bowling alley, and there we shall have some sport for our money.";"A satirical discourse on the customs of Nashe's time. ";"";"@005055 Pierce Pennyless Supplication to the Devil";"";"#001111 PHRASE Rhenish wine";"Unmarked";"Unmarked";"Unspecified";"";"Narrator";"Body of text";"Local reference";"Shakespeare Studies";"@010030/@010045/@010154
Muir, Kenneth. The Sources of Shakespeare’s Plays. London: Methuen, 1977. <br>
Davenport, A. ""Shakespeare and Nashe's  Pierce Pennilesse'."" Notes and Queries (September 1953): 371-374.<br>
Shaheen, Naseeb. Biblical References in Shakespeare's Tragedies. Newark: University of Delaware Press, 1999. ";"Men when they are idle, and know not what to do, saith one let vs go to the Stilliard and <span class=""quote"">drink Rhenish wine</span>. Nay, if a man knew where a good whorhouse were saith another, it were somwhat like. Nay saith the third, let vs go to a dicing-house or a bowling alley, and there we shall haue some sport for our money.";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell"". in: The Works of Thomas Nashe, Volume 1. Ed Ronald B. McKerrow. Oxford: Basil Blackwell 1958. 137-245.  208.";"  Hohl Trillini Regula"
