"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" chiefly loved: 'twas Aeneas' tale to Dido; and";"unedited";"Publius Vergilius Maro";"Aeneis";"Vergilius Maro, Publius.  Aeneis.";"-29";"-19";"-29";"-19";"Latin";"<span class=""annotation"">Aeneas telling Dido about the fall of Troy</span>";"";"";"@005191 Aeneis";"";"pending";"Unmarked";"Unmarked";"Epic and verse narrative";"tbe";"Narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010224
Schleiner, Louise. ""Latinized Greek Drama in Shakespeare's Writing of Hamlet."" SQ 41.1 (Spring 1990): 29-48.";"make Hamlet entry. <lexia = aneas story of the fall of troy";"";"  Hohl Trillini Regula"
" 'The rugged Pyrrhus, like the Hyrcanian beast,'--";"unedited";"Publius Vergilius Maro";"Aeneis";"Vergilius Maro, Publius.  Aeneis. ";"-29";"-19";"-29";"-19";"Latin";"False one! Your mother was no goddess nor was Dardanus the founder of your line, but the rugged Caucasus begot you on hard rocks and Hyrcanian tigresses nursed you (Regula Hohl's translation. The original Latin runs: 'Nec tibi diua parens generis nec Dardanus uctor, / perfide, sed duris genuit te cautibus horrens / Caucasus Hyrcanaeque admorunt ubera tigres. / nam quid dissimulo aut quae me ad maiora reseruo? / num fletu ingemuit nostro? num lumina flexit? / num lacrimas uictus dedit aut miseratus amantem est? / quae quibus anteferam?";"";"";"@005191 Aeneis";"Cluster";"#000156 CLUSTER - Tiger";"Unmarked";"Unmarked";"Epic and verse narrative";"tbe";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010070
Sträuli, Barbara. ""Word and Image Clusters in Shakespeare."" Swiss Papers in English Language and Literature (SPELL) 3 The Structure of Texts (1987): 133–157.";"";"";"  Hohl Trillini Regula"
" And do't the speedier, that you may direct me";"unedited";"Titus  Livius";"Ab Urbe Condita";"Livius. Ab Urbe Condita";"-27";"-9";"-27";"-9";"Latin";"<span class=""quote"">Horatii</span>";"";"Horatio";"";"name or title";"#000145 CHARACTER - Horatio, faithful friend";"Unmarked";"Unmarked";"Not specified";"History, (auto-)biography  / tbe";"";"Name";"Local reference";"Secondary (Shakespeare Studies)";"Jost, Jacob Sider. ""Hamlet's Horatio as an Allusion to Horace's Odes."" NQ 59.1 (2012): 76-77.";"";"";"  Hohl Trillini Regula"
" What, is Horatio there?";"provisional";"Quintus Flaccus Horatius";"Ode";"Horatius, Quintus Flaccus [Horace].  ""Ode 3."" Lines 30-36 quoted from: Jacob Sider Jost. ""Hamlet's Horatio as an Allusion to Horace's Odes."" Notes and Queries 59.1 (2012): 76-77.  77.";"-23";"-13";"-23";"-13";"HAS SEVERAL LEXIAS!";"Exegi momnumentum aere perennius<br>
reaglique situ pyramidum altius, [...]<br>
non omins moriar, multaque <span class=""quote"">pars mei</span><br>
vitabit Libitinam.";"";"";"@005199 Odes (Horace)";"2-word phrase";"#000145 CHARACTER - Horatio, faithful friend / #000215 piece of him";"Unmarked";"Unmarked";"Not defined";"";"1st-person narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@0100019
Jost, Jacob Sider. ""Hamlet's Horatio as an Allusion to Horace's Odes."" NQ 59.1 (2012): 76-77.";"";"";"  Hohl Trillini Regula"
" That one may smile, and smile, and be a villain;";"unedited";"Quintus Flaccus Horatius";"Ode";"";"-23";"-13";"-23";"-13";"Latin";"<span class=""quote"">Nunquam te fallant animi sub vulpe latentes </span>";"";"";"@005199 Odes (Horace)";"";"#000340 smile but be a villain";"Unmarked";"Unmarked";"Not defined";"";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"Bowring, Sir John. ""Latin Aphorisms and Proverbs."" Transactions of the Royal Historical Society (1872): 82-103.";"";"";"  Hohl Trillini Regula"
" Give every man thy ear, but few thy voice;";"unedited";"Quintus Flaccus Horatius";"Ode";"Horatius, Quintus Flaccus.  ""Ode.""";"-23";"-13";"-23";"-13";"Latin";"<span class=""quote"">Quid de quoque viro, et cui dicas caveto </span>
";"";"";"@005199 Odes (Horace)";"";"pending";"Unmarked";"Unmarked";"Not defined";"";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"Bowring, Sir John. ""Latin Aphorisms and Proverbs."" Transactions of the Royal Historical Society (1872): 82-103.";"";"";"  Hohl Trillini Regula"
" I shall not look upon his like again.";"unedited";"Quintus Flaccus Horatius";"Ode";"Horatius, Quintus Flaccus [Horace].  ""Ode 24.""  lines 1-8.";"-23";"-13";"";"";"Latin";"Quis desiderio sit pudor aut modus<br>
tam cari capitis? praecipe lugubris<br>
cantus, Melpomene, cui liquidam pater<br>
vocem cum cithara dedit.<br>
ergo Quintilium perpetuus sopor<br>
urget? cui Pudor et Iustitiae soror<br>
incorrupta Fides nudaque Veritas<br>
<span class=""quote"">quando ullum inveniet parem?</span>";"";"";"@005199 Odes (Horace)";"idea";"#005192 shall not look upon his like again";"Unmarked";"Unmarked";"Not defined";"tbe";"1st-person narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@005235
Bowring, Sir John. ""Latin Aphorisms and Proverbs."" Transactions of the Royal Historical Society (1872): 82-103. ";"";"";"  Hohl Trillini Regula"
" And do't the speedier, that you may direct me";"unedited";"Publius Ovidius Naso";"Ars Amatoria";"Ovidius Naso, Publius.  Ars Amatoria.";"-2";"-2";"-2";"-2";"HAS SEVERAL LEXIAS!";"<span class=""quote"">Juppiter ex alto perjuria ridet amantum, <br>
Et jubet Aeolios irriat ferre notos.</span>";"";"";"@005169 Ars Amatoria";"motif with name";"#001058 MOTIF WITH NAME - Jove laughs at lovers perjuries / #002237 CHARACTER - Jove or Jupiter or Zeus";"Character name (main)";"Unmarked";"Epic and verse narrative";"";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010000
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 189.";"";"";"Reitzer Elliot"
" And do't the speedier, that you may direct me";"unedited";"Publius Ovidius Naso";"Metamorphoses";"Ovidius Naso, Publius.  Metamorphoses.  book 3, lines 402ff.";"8";"8";"8";"8";"HAS SEVERAL LEXIAS!";"<span class=""quote"">Narcissus</span>";"";"";"@005576 Metamorphoses (Ovid)";"name or title / motif";"#050127  MOTIF WITH NAME fall in love with yourself like Narcissus / #004023 CHARACTER - Narcissus";"Unmarked";"Unmarked";"Epic and verse narrative";"tbe";"Narrator";"Body of text";"Local reference";"Secondary (Annotated edition)";"@010049-246.
Peery, William. The Plays of Nathan Field: Edited from the Original Quartos with Introduction and Notes. Austin: The University of Texas Press, 1950. 246.";"";"";"  Hohl Trillini Regula"
" And do't the speedier, that you may direct me";"unedited";"Publius Ovidius Naso";"Metamorphoses";"Ovidius Naso, Publius.  Metamorphoses.";"8";"8";"8";"8";"Latin";"<span class=""quote"">Metamorphoses</span>";"";"";"@005576 Metamorphoses (Ovid)";"name or title";"@005576 BOOK - Metamorphoses";"Title";"Unmarked";"Epic and verse narrative";"";"Narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010000-1:35./@010200";"";"";"  Hohl Trillini Regula"
" For thou dost know, O Damon dear,";"unedited";"Valerius Maximus";"Libri Novum Factorum Dictorumque Memorabilium";"Libri Novum Factorum Dictorumque Memorabilium";"14";"37";"14";"37";"Latin";"As told by Aristoxenus, and after him Cicero (De Offic. 3.45), Diodorus Siculus (10.4), and others, around the 4th century BC Damon and Pythias, symbol of firendship";"Earlier.";"";"";"motif with name";"pending";"Unmarked";"Unmarked";"Not specified";"tbe";"";"";"Local reference";"Secondary (Shakespeare Studies)";"@010072 SEC
Theobald, W. M. The Classical Element in the Shakespeare Plays. London: Robert Banks, 1909. ";"";"";"  Hohl Trillini Regula"
" May be the devil: and the devil hath power";"unedited";"Aulus Persius Flaccus";"Satira";"Persius Flaccus, Aulus.  ""Satira.""";"50";"62";"50";"62";"Latin";"<span class=""quote"">Fronte politus<br>
Astutam vapido servas sub pectore vulpem</span>";"";"";"@005689 Satires (Persius)";"";"#002243 Devil may assume a pleasing shape";"Unmarked";"Unmarked";"Verse satire";"";"Narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@005235
Bowring";"";"";"  Hohl Trillini Regula"
" Whether 'tis nobler in the mind to suffer";"unedited";"Aulus Persius Flaccus";"Satira";"Persius Flaccus, Aulus.  ""Satira.""";"50";"62";"";"";"Latin";"<span class=""quote"">Vincit qui patitur</span>";"";"";"@005689 Satires (Persius)";"";"#002244 it is nobler to suffer patiently";"Unmarked";"Unmarked";"Verse satire";"tbe";"Narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@005235
Bowring, Sir John. ""Latin Aphorisms and Proverbs."" Transactions of the Royal Historical Society (1872): 82-103. ";"";"";"  Hohl Trillini Regula"
" And do't the speedier, that you may direct me";"unedited";"Aulus Persius Flaccus";"Satira 1";"Persius Flaccus, Aulus.  ""Satira 1."" lines 39-40.
";"50";"62";"50";"62";"Latin";"<span class=""quote"">Nunc non e tumulo fortunataque favulla <br>
Nascentur violae?</span>";"""A close parallel with Persius Shakespeare should at least have met in these notes. [...] Mantuan had said of a hypotheticla burial: 'Tunc omnis spargatur humus, redolentia serta / Texite, quae circa tumulum, supraqùe iacentem / componantur heram.'"" Baldwin I, 649";"";"@005689 Satires (Persius)";"motif with name";"pending";"Unmarked";"Unmarked";"Verse satire";"";"Narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@005235/@010152/@010151
Bowring, Sir John. ""Latin Aphorisms and Proverbs."" Transactions of the Royal Historical Society (1872): 82-103. <br>
Baldwin, Thomas Whitfield. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944.<br>
Anders, H. R. D. Shakespeare's Books. Berlin: Georg Reimer, 1904. <br>
";"";"Baldwin II 549-650; 644 explanation of Manudan's status; Baldwin I 649 

also Theobald 1909  287";"  Hohl Trillini Regula"
" Rich gifts wax poor when givers prove unkind.";"unedited";"Lucius Annaeus Seneca";"De Beneficiis";"Seneca, Lucius Annaeus.  De Beneficiis.  1 6 1 / 12";"56";"62";"56";"62";"Latin";"<span class=""quote"">Donum a dantis animo pensatur. </span>";"";"";"@006020 De Beneficiis";"";"#002173 value gifts and kindness";"Unmarked";"Unmarked";"Essay";"tbe";"";"Body of text";"Local reference";"Pending";"";"";"";"  Hohl Trillini Regula"
" But that the dread of something after death,";"unedited";"Lucius Annaeus Seneca";"Epistulae Morales";"Seneca, Lucius Annaeus.  ";"62";"65";"62";"65";"Latin";"What holds us back from this deed, Hamlet concludes, is precisely the attitude which the Stoic consolatores set out to overcome, ""fear of death"". Although not willing to endorse Seneca's recommendation of suicide (not shared by Cicero, as we know: Tusc.D., ......), Hamlet certainly imitates the Stoic sapiens by adopting, just before the fatal fencing-match, a mental state accepting whatever happens. ";"";"";"@006021 Epistulae Morales";"";"pending";"Unmarked";"Unmarked";"Essay";"Philosophy, religion  / tbe / QUESTION?!!!";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"Vickers unpublished.";"";"";"  Hohl Trillini Regula"
" And do't the speedier, that you may direct me";"unedited";"Lucius Annaeus Seneca";"Epistulae morales";"Seneca";"62";"65";"62";"65";"Latin";"Vickers nonpubl Seneca asserts: ""No one dies except on his own day. You are throwing away none of your own time, for what you leave behind does not belong to you"" (Ep.mor. 69.9). Seneca repeats this point, as ever: ""what difference does it make how soon you depart from a place which you must depart from sooner or later?"" (Ep.mor. 93.2). So Hamlet: ""The readiness is all. Since no man, of aught he leaves, knows aught, what is't to leave betimes? Let be"" (5.2.215ff).";"";"";"@005688 Epistulae Morales";"";"pending";"Unmarked";"Unmarked";"";"";"";"Body of text";"Local reference";"";"";"";"";"  Hohl Trillini Regula"
" Thou know'st 'tis common; all that lives must die,";"unedited";"Lucius Annaeus Seneca";"Epistulae morales";"Seneca, Lucius Annaeus.  Epistulae.  lxxvii, 11 ";"62";"65";"62";"65";"Latin";"<spüan class=""quote"">Nemo tam imperitus est, ut nesciat quandoque moriendum</span>";"";"";"@005688 Epistulae Morales";"idea";"pending";"Unmarked";"Unmarked";"Essay";"Philosophy, religion ";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"";"";"";"  Hohl Trillini Regula"
" And do't the speedier, that you may direct me";"unedited";"Lucius Annaeus Seneca";"Epistulae Morales";"Seneca (Ep.mor. 93.2).";"62";"65";"";"";"Latin";"what difference does it make how soon you depart from a place which you must depart from sooner or later?"" ";"";"";"@005688 Epistulae Morales";"idea";"pending";"Unmarked";"Unmarked";"Not specified";"Philosophy, religion ";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"VICKERS ";"";"";"  Hohl Trillini Regula"
" With a bare bodkin? who would fardels bear,";"unedited";"Lucius Annaeus Seneca";"Epistulae Morales";"Seneca";"62";"65";"";"";"Latin";"VICKERS Harold Jenkins quotes Ernst Honigmann's suggestion that Shakespeare draws here on the 70th of Seneca's Epistulae morales, citing the parallel between ""the bare bodkin"" and Seneca's remark that scalpello aperitur ad illam magnam libertatem via et puncto securitas constat.";"";"";"@005688 Epistulae Morales";"pending";"pending";"Unmarked";"Unmarked";"Essay";"Philosophy, religion ";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"Vickers
Honigmann";"";"";"  Hohl Trillini Regula"
" The glass of fashion and the mould of form,";"unedited";"_ Plutarch";"Parallel Lives";"Plutarch.  Parallel Lives.  ""Life of Paulus Aemilianus."" Transl. North.";"80";"100";"80";"100";"Classical Greek";"whatever";"Barnett, George L. ""The Glass of Fashion and the Mould of Form."" Notes and Queries 185 (1943): 105. SECSOU";"";"@006022 Parallel Lives";"";"pending";"Unmarked";"Unmarked";"Not specified";"History, (auto-)biography  / tbe";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010042
Velz, John W. Shakespeare and the Classical Tradition: A Critical Guide to Commentary, 1660-1960. Minneapolis: University of Minnesota Press, 1968.";"";"";"  Hohl Trillini Regula"
" Pinch wanton on your cheek; call you his mouse;";"unedited";"Marcus Valerius  Martialis ";"Epigram";"• Theobald 1909 59f. Martial 254 “call you his mouse”!! 
";"86";"103";"86";"103";"Latin";"call you his mouse";"";"";"";"";"pending";"Unmarked";"Unmarked";"Not defined";"";"";"";"Local reference";"";"";"";"";"  Hohl Trillini Regula"
" The Mouse-trap. Marry, how? Tropically. This play";"unedited";"Marcus Fabius Quintilianus";"Institutio Oratoria";"Quintilianus, Marcus Fabius.  Institutio Oratoria. Quoted in: Thomas Whitfield Baldwin. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944.  Vol. 2, 229.";"95";"95";"95";"95";"Latin";"whatever";"";"";"@005170  Institutio Oratoria ";"pending";"pending";"Unmarked";"Unmarked";"Not specified";"Linguistics / tbe";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010152-2:229.";"";"";"  Hohl Trillini Regula"
" were no sallets in the lines to make the matter";"provisional";"Marcus Fabius Quintilianus";"Institutio Oratoria";"Quintilianus, Marcus Fabius.  Institutio Oratoria. Book 6, chapter 3 (or 4) ""De risu"" Quoted in: Thomas Whitfield Baldwin. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944.  Vol. 2, 202.";"95";"95";"95";"95";"Latin";"<span class=""quote"">Salsum </span>igitur erit, quod non erit insulsum, velut quoddam simplex orationis condimentum.";"""As Hamlet discusses their plays with the players, his judgments keep echoing those of Quintilian as expressed in Book VI [of the Institutio]."" Thomas Whitfield Baldwin. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944. Vol. 2, 202.";"";"@005170  Institutio Oratoria ";"idea with keyword(s)";"pending";"Unmarked";"Unmarked";"Not specified";"Linguistics / tbe";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010152
Baldwin, Thomas Whitfield. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944. ";"";"";"  Hohl Trillini Regula"
" Look, whether he has not turned his colour and has";"provisional";"Marcus Fabius Quintilianus";"Institutio Oratoria";"Quintilianus, Marcus Fabius.  Institutio Oratoria. Quoted in: Thomas Whitfield Baldwin. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944.  Vol. 2, 204.";"95";"95";"95";"95";"Latin";"Ubi vero miseratione opus erit, nobis ea, de quibus querimur, accidisse credamus, atque id animo nostro persuadeamus. Nos illi simus, quos gravia, indigna, tristia passos queramur. Nec agamus rem quasi alienam, sed assumamus parumper illum dolorem. Ita dicemus, quæ in simili nostro casu dicturi essemus. Vidi ego sæpe histriones atque comoedos, cum ex aliquo graviore actu personam deposuissent, flentes adhuc egredi. <span class=""quote"">Quod si in alienis sola pronuntiatio ita falsis accedit affectibus, quid nos faciemus, qui illa cogitare debemus, ut moveri periclitantium vice possimus?</span>";"";"";"@005170  Institutio Oratoria ";"idea";"pending";"Unmarked";"Unmarked";"Not specified";"Linguistics";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010152-2:204.
Baldwin, Thomas Whitfield. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944. ";"";"";"  Hohl Trillini Regula"
" The courtier's, soldier's, scholar's, eye, tongue, sword;";"provisional";"Marcus Fabius Quintilianus";"Institutio Oratoria";"Quintilianus, Marcus Fabius.  Institutio Oratoria. Quoted in: Thomas Whitfield Baldwin. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944. Vol. 2, 201.";"95";"95";"95";"95";"Latin";"<span class=""quote"">Multum agit sexus aetas conditio: ut in foeminis, senibus, puillis, liberos, parentes, conjugibus, alligantibus.</span>";"The possible echo in this <i>Hamlet</i> passage consists in the ""incongruent"" order of the second group, which should logically run ""tongue, sword, eye"".<br>
""Shakspere has rather frequently ued this placement of words,whether he learned the trick from Quintilian or not."" Thomas Whitfield Baldwin. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944. Vol.2, 201.";"";"@005170  Institutio Oratoria ";"pending";"pending";"Unmarked";"Unmarked";"Not specified";"Linguistics";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010152
Baldwin, Thomas Whitfield. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944. ";"";"highlight yearofcomp sixta

what's ""quoted"" or ran in Shps mind is the mixed order. baldwin actually describes other examples";"  Hohl Trillini Regula"
" Take you me for a sponge, my lord?";"provisional";"Gaius Suetonius Tranquillus";"The Life of Vespasian";"Suetonius Tranquillus, Gaius.  ""The Life of Vespasian."" The Lives of the Twelve Caesars. The Loeb Classical Library. Trans. J. C. Rolfe. 2 vols. London: Heinemann, 1914.  Vol. 2, 310-311; chapter 16, section 2. Quoted from: http://penelope.uchicago.edu/Thayer/E/Roman/Texts/Suetonius/12Caesars/Vespasian*.html. 10 June 2008.";"121";"121";"121";"121";"Latin";"He made no bones of selling offices to candidates and acquittals to men under prosecution, whether innocent or guilty. He is even believed to have had the habit of designedly advancing the most rapacious of his procurators to higher posts, that they might be the richer when he later condemned them; in fact, it was common talk that he used these men as <span class=""quote"">sponges, because he, so to speak, soaked them when they were dry and squeezed them when they were wet.</span>";"The idea of flatterers being like sponges was commonplace in Shakespeare's day. Cf. William Shakespeare. Hamlet. The Oxford Shakespeare. Ed. G. R. Hibbard. Oxford and New York: Oxford University Press, 1994. 291, note 11.";"";"@005185 The Life of Vespasian";"image with keyword(s)";"pending";"Unmarked";"Unmarked";"Not specified";"History, (auto-)biography ";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies) / Secondary (Annotated Shakespeare edition)";"@010082/@010072
Shakespeare, William. Hamlet. The Oxford Shakespeare. Ed. G. R. Hibbard. Oxford and New York: Oxford University Press, 1994.<br>
Theobald, W. M. The Classical Element in the Shakespeare Plays. London: Robert Banks, 1909. ";"";"";"  Hohl Trillini Regula"
" And in the morn and liquid dew of youth";"unedited";"Decimus Iunius Juvenalis";"Satira";"Juvenalis, Decimus Junius.  ""Satira."" Satires. Ed. Susanna Morton Braund. Cambridge: Cambridge University Press, 1996. ";"200";"200";"200";"200";"Latin";"<span class=""quote"">Nil dictu fcedum visuque haec limina tangat intra qua? puer est</span>";"";"";"@005186 Satires (Juvenal)";"";"pending";"Unmarked";"Unmarked";"Verse satire";"";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@005235
Bowring, Sir John. ""Latin Aphorisms and Proverbs."" Transactions of the Royal Historical Society (1872): 82-103.";"Lexia still do";"";"  Hohl Trillini Regula"
" Thus conscience does make cowards of us all;";"unedited";"Decimus Iunius Juvenalis";"Satira";"Juvenalis, Decimus Junius.  ""Satira."" Satires. Ed. Susanna Morton Braund. Cambridge: Cambridge University Press, 1996. ";"200";"200";"200";"200";"Latin";"<span class=""quote"">Hi sunt qui trepidant et ad omnia fulgura pallent </span>";"";"";"@005186 Satires (Juvenal)";"";"#000194 conscience makes coward";"Unmarked";"Unmarked";"Verse satire";"tbe";"Narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@005235
Bowring, Sir John.  ""Latin Aphorisms and Proverbs."" Transactions of the Royal Historical Society (1872): 82-103. ";"";"";"  Hohl Trillini Regula"
" Slanders, sir: for the satirical rogue says here";"unedited";"Decimus Iunius Juvenalis";"Satira 10";"Juvenalis, Decimus Junius.  ""Satira."" Satires: Book 1. Ed. Susanna Morton Braund. Cambridge: Cambridge University Press, 1996.  lines 188f.";"200";"200";"200";"200";"Latin";"<span class=""quote"">Juvenal</span>";"Alessandro fragen 
lexia still do";"";"@005186 Satires (Juvenal)";"pending";"pending";"Unmarked";"Unmarked";"Verse satire";"tbe";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010151/@010152-2:256./@010072-230.
Anders, H. R. D. Shakespeare's Books. Berlin: Georg Reimer, 1904.<br>
Theobald, W. M. The Classical Element in the Shakespeare Plays. London: Robert Banks, 1909. <br>
Baldwin, Thomas Whitfield. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944. ";"";"";"  Hohl Trillini Regula"
" And still your fingers on your lips, I pray.";"provisional";"Decimus Iunius Juvenalis";"Satira 1";"Juvenalis, Decimus Junius.  ""Satira 1."" Satires: Book 1. Ed. Susanna Morton Braund. Cambridge: Cambridge University Press, 1996.  49; line 158-161.";"200";"200";"200";"200";"Latin";"[...] qui dedit ergo tribus patruis aconita, uehatur<br>
pensilibus plumis atque illinie despiciat nos? <br>
cum veniet contra, <span class=""quote"">digito compesce labellum:</span><br>
accusator erit qui verbum dixerit ""hic est.""";"The concept ""goes back to Juvenal's '<i>digito comprese labellum</i>s' (<i>Satires</i> i. 160)"" [and] seems to have become proverbial through Shakespeare's use of it here."" Cf. William Shakespeare. Hamlet. The Oxford Shakespeare. Ed. G. R. Hibbard. Oxford and New York: Oxford University Press, 1994. 196; note 195. <br>
The English translation reads as follows: <br>
""What? Is a man who has administered aconite to half a dozen uncles to ride by and look down upon me from his swaying feather-pillows? Yes; and when he comes near you, <font color=""darkorange"">put your finger to your lip</font>: he who but says the word, 'That's the man!' will be counted an informer."" Cf. http://en.wikisource.org/wiki/Satire_1. 16 June 2008. ";"";"@005186 Satires (Juvenal)";"image with keyword(s)";"#002265 finger on your lips (sst!)";"Unmarked";"Unmarked";"Verse satire";"tbe";"Narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies) / Secondary (Annotated Shakespeare edition)";"@010082/@010050
Shakespeare, William. Hamlet. The Oxford Shakespeare. Ed. G. R. Hibbard. Oxford and New York: Oxford University Press, 1994. <br>
Smith, Charles G. Shakespeare’ Proverb Lore: His Use of the Sententiae of Leonard Culman and Publilius Syrus. Cambridge (Mass.): Harvard University Press, 1963.";"page span";"";"Quassdorf Sixta"
" That we find out the cause of this effect,";"unedited";"_ Augustine of Hippo";"De Civitate Dei";"Augustine of Hippo.  De Civitate Dei.  Book 12, section 7.";"413";"426";"513";"426";"Latin";"Nemo igitur quaerat efficientem causam malae voluntatis; non enim est efficiens, sed deficiens; <span class=""quote"">quia nec illa effectio est, sed defectio.</span>";"";"";"@000293 De Civitate Dei";"pending";"#000012 effect - defect";"Unmarked";"Unmarked";"Not specified";"Philosophy, religion  / tbe";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010151
Anders, H. R. D.  Shakespeare's Books. Berlin: Georg Reimer, 1904.";"";"";"  Hohl Trillini Regula"
" And do't the speedier, that you may direct me";"provisional";"_ Saxo Grammaticus";"Gesta Danorum";"Saxo Grammaticus.  Gesta Danorum. The History of the Danes: Books I-IX. Ed. Hilda Ellis Davidson. Trans. Peter Fisher. 2 vols. Cambridge: Brewer, 1979. Vol. 1, 69-111 ""[Amleth, Prince of Denmark].""  book 3 and 4.";"1200";"1208";"1208";"1208";"Latin";"<span class=""quote"">Amleth, Prince of Denmark</span>";"A literary work recounting Denmark's early history; book 3 and 4 describe the downfall of Amleth, Prince of Danemark; Shakespeare's <i>Hamlet</i> is a partial adaptation. ""It is generally assumed that Saxo wrote his Preface after he had completed the rest of the history, probably in the period between 1208 and 1218, since there are allusions to the 1208 expedition across the Elbe by Valdemar II but no reference to the Estland Expedition of 1219."" Cf. Hilda Ellis Davidson. ""Introduction."" The History of the Danes: Books I-IX. Trans. Peter Fisher. 2 vols. Cambridge: Brewer, 1979. Vol. 1, 1-3, esp. 1.";"-- Hamlet unspecified";"@006023 Gesta Danorum";"pending";"#000137 CHARACTER - Hamlet";"Character name (main)";"Unmarked";"Unspecified";"History, (auto-)biography  / tbe";"";"Body of text / Title";"Local reference";"Secondary (Shakespeare Studies)";"@010045
Muir, Kenneth. The Sources of Shakespeare's Plays. London: Methuen, 1977.";"";"";"  Hohl Trillini Regula"
" Let in the maid, that out a maid";"provisional";"_ 0_Anon";"Old French Ballad";"Anon.  ""[Old French ballad]."" Quoted in H. R. D. Anders. Shakespeare's Books. Berlin: Georg Reimer, 1904.  188.";"1300";"1550";"1300";"1550";"French";"<span class=""quote"">Elle y entra pucelle <br>
Grosette elle en sorta.</span>";"";"";"@005578 BALLAD";"sentence or verse line";"#000673 in a maid that out a maid";"";"Unmarked";"Song or ballad";"";"Narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010151-188.
Anders, H. R. D.  Shakespeare's Books. Berlin: Georg Reimer, 1904.  188.";"";"";"  Hohl Trillini Regula"
" Thou know'st 'tis common; all that lives must die,";"unedited";"Desiderius Erasmus";"Adagia";"Erasmus, Desiderius.  ""Adagia."" Collected Works of Erasmus. Ed. R. A. B. Mynors. Trans. Margaret Mann Phillips. 86 vols. Toronto et al.: University of Toronto Press, 1982. Vol. 31.";"1500";"1536";"1500";"1536";"Latin";"<span class=""quote"">Mors omnibus communis</span>";"";"";"@005050 Adagia";"idea";"#000221 all that lives must die";"Unmarked";"Unmarked";"Anthology";"tbe";"";"Anthology or dictionary entry";"Citation";"Secondary (Shakespeare Studies)";"@010050
Smith, Charles G. Shakespeare’ Proverb Lore: His Use of the Sententiae of Leonard Culman and Publilius Syrus. Cambridge (Mass.): Harvard University Press, 1963.";"";"";"  Hohl Trillini Regula"
